0 1 10
0 2 15
0 3 12
0 4 40
0 5 48
0 6 48
0 7 42
0 8 16
0 9 52
0 10 18
0 11 37
0 12 32
0 13 52
0 14 48
0 15 9
0 16 40
0 17 30
0 18 11
0 19 46
0 20 27
0 21 17
0 22 9
0 23 4
0 24 57
0 25 11
0 26 30
0 27 21
0 28 19
0 29 15
0 30 23
0 31 50
0 32 48
0 33 17
0 34 38
0 35 46
0 36 15
0 37 43
0 38 78
0 39 52
0 40 12
0 41 11
0 42 39
0 43 35
0 44 4
0 45 26
0 46 17
0 47 43
0 48 53
0 49 41
0 50 41
0 51 20
0 52 12
0 53 21
0 54 34
0 55 17
0 56 24
0 57 13
0 58 15
0 59 19
0 60 15
0 61 34
0 62 41
0 63 44
0 64 17
0 65 18
0 66 23
0 67 41
0 68 27
0 69 11
0 70 27
0 71 20
0 72 29
0 73 22
0 74 42
0 75 33
0 76 49
0 77 17
0 78 43
0 79 28
0 80 50
0 81 32
0 82 29
0 83 36
0 84 14
0 85 38
0 86 13
0 87 22
0 88 44
0 89 22
0 90 44
0 91 27
0 92 19
0 93 11
0 94 21
0 95 45
0 96 26
0 97 35
0 98 38
0 99 16
1 2 82
1 3 55
1 4 25
1 5 64
1 6 14
1 7 18
1 8 126
1 9 13
1 10 152
1 11 28
1 12 31
1 13 14
1 14 26
1 15 96
1 16 9
1 17 4
1 18 90
1 19 41
1 20 109
1 21 60
1 22 90
1 23 49
1 24 22
1 25 126
1 26 8
1 27 3
1 28 108
1 29 95
1 30 137
1 31 40
1 32 31
1 33 129
1 34 30
1 35 36
1 36 101
1 37 9
1 38 20
1 39 53
1 40 144
1 41 98
1 42 32
1 43 24
1 44 101
1 45 11
1 46 67
1 47 23
1 48 30
1 49 11
1 50 6
1 51 111
1 52 121
1 53 38
1 54 32
1 55 158
1 56 116
1 57 57
1 58 77
1 59 98
1 60 124
1 61 3
1 62 11
1 63 12
1 64 84
1 65 94
1 66 42
1 67 12
1 68 121
1 69 114
1 70 87
1 71 128
1 72 101
1 73 38
1 74 22
1 75 4
1 76 10
1 77 158
1 78 22
1 79 7
1 80 52
1 81 16
1 82 2
1 83 10
1 84 94
1 85 15
1 86 120
1 87 58
1 88 31
1 89 51
1 90 13
1 91 5
1 92 60
1 93 97
1 94 21
1 95 10
1 96 19
1 97 18
1 98 21
1 99 3
2 3 34
2 4 26
2 5 60
2 6 10
2 7 19
2 8 62
2 9 11
2 10 78
2 11 19
2 12 24
2 13 11
2 14 16
2 15 65
2 16 10
2 17 2
2 18 66
2 19 60
2 20 115
2 21 46
2 22 50
2 23 30
2 24 25
2 25 82
2 26 5
2 27 2
2 28 74
2 29 76
2 30 88
2 31 35
2 32 25
2 33 75
2 34 15
2 35 28
2 36 71
2 37 7
2 38 18
2 39 44
2 40 86
2 41 63
2 42 30
2 43 25
2 44 64
2 45 12
2 46 60
2 47 25
2 48 37
2 49 28
2 50 5
2 51 69
2 52 91
2 53 31
2 54 27
2 55 90
2 56 83
2 57 37
2 58 61
2 59 74
2 60 71
2 61 5
2 62 8
2 63 16
2 64 74
2 65 78
2 66 34
2 67 13
2 68 92
2 69 83
2 70 66
2 71 89
2 72 75
2 73 27
2 74 19
2 75 2
2 76 8
2 77 90
2 78 20
2 79 3
2 80 48
2 81 18
2 82 5
2 83 9
2 84 71
2 85 11
2 86 76
2 87 56
2 88 30
2 89 52
2 90 17
2 91 6
2 92 40
2 93 71
2 94 37
2 95 6
2 96 13
2 97 12
2 98 17
2 99 1
3 4 17
3 5 41
3 6 14
3 7 16
3 8 52
3 9 15
3 10 52
3 11 18
3 12 24
3 13 13
3 14 15
3 15 43
3 16 11
3 17 1
3 18 44
3 19 25
3 20 47
3 21 37
3 22 41
3 23 25
3 24 21
3 25 58
3 26 6
3 27 2
3 28 50
3 29 38
3 30 63
3 31 28
3 32 26
3 33 59
3 34 25
3 35 29
3 36 50
3 37 11
3 38 24
3 39 39
3 40 52
3 41 51
3 42 20
3 43 26
3 44 38
3 45 18
3 46 39
3 47 21
3 48 22
3 49 8
3 50 7
3 51 54
3 52 49
3 53 28
3 54 17
3 55 65
3 56 53
3 57 46
3 58 36
3 59 50
3 60 53
3 61 2
3 62 10
3 63 12
3 64 46
3 65 54
3 66 46
3 67 13
3 68 56
3 69 49
3 70 45
3 71 52
3 72 78
3 73 25
3 74 14
3 75 12
3 76 9
3 77 58
3 78 16
3 79 4
3 80 43
3 81 12
3 82 4
3 83 32
3 84 46
3 85 14
3 86 49
3 87 41
3 88 17
3 89 37
3 90 14
3 91 1
3 92 44
3 93 61
3 94 11
3 95 9
3 96 16
3 97 18
3 98 13
3 99 3
4 5 68
4 6 57
4 7 64
4 8 22
4 9 57
4 10 30
4 11 55
4 12 59
4 13 49
4 14 64
4 15 30
4 16 50
4 17 34
4 18 25
4 19 48
4 20 22
4 21 24
4 22 17
4 23 7
4 24 72
4 25 43
4 26 40
4 27 34
4 28 42
4 29 24
4 30 39
4 31 88
4 32 85
4 33 33
4 34 54
4 35 70
4 36 30
4 37 41
4 38 68
4 39 66
4 40 26
4 41 28
4 42 73
4 43 52
4 44 14
4 45 43
4 46 27
4 47 66
4 48 100
4 49 58
4 50 52
4 51 26
4 52 32
4 53 39
4 54 47
4 55 46
4 56 48
4 57 20
4 58 39
4 59 38
4 60 30
4 61 27
4 62 58
4 63 49
4 64 23
4 65 39
4 66 26
4 67 58
4 68 35
4 69 28
4 70 41
4 71 30
4 72 47
4 73 30
4 74 55
4 75 45
4 76 52
4 77 36
4 78 53
4 79 34
4 80 67
4 81 53
4 82 33
4 83 46
4 84 24
4 85 56
4 86 18
4 87 36
4 88 62
4 89 36
4 90 56
4 91 35
4 92 20
4 93 23
4 94 43
4 95 51
4 96 48
4 97 43
4 98 57
4 99 27
5 6 46
5 7 55
5 8 66
5 9 36
5 10 70
5 11 53
5 12 67
5 13 54
5 14 48
5 15 59
5 16 43
5 17 17
5 18 49
5 19 73
5 20 62
5 21 42
5 22 47
5 23 12
5 24 66
5 25 82
5 26 27
5 27 16
5 28 77
5 29 50
5 30 80
5 31 85
5 32 71
5 33 70
5 34 63
5 35 83
5 36 60
5 37 43
5 38 65
5 39 105
5 40 61
5 41 51
5 42 68
5 43 75
5 44 38
5 45 46
5 46 41
5 47 61
5 48 71
5 49 41
5 50 41
5 51 62
5 52 59
5 53 61
5 54 61
5 55 94
5 56 112
5 57 44
5 58 64
5 59 69
5 60 68
5 61 22
5 62 40
5 63 42
5 64 49
5 65 69
5 66 52
5 67 40
5 68 102
5 69 57
5 70 72
5 71 72
5 72 99
5 73 47
5 74 53
5 75 32
5 76 42
5 77 82
5 78 51
5 79 20
5 80 125
5 81 47
5 82 21
5 83 37
5 84 52
5 85 41
5 86 53
5 87 100
5 88 57
5 89 61
5 90 43
5 91 20
5 92 43
5 93 41
5 94 36
5 95 34
5 96 39
5 97 39
5 98 49
5 99 11
6 7 66
6 8 27
6 9 66
6 10 38
6 11 64
6 12 76
6 13 96
6 14 92
6 15 25
6 16 61
6 17 52
6 18 15
6 19 45
6 20 17
6 21 18
6 22 8
6 23 5
6 24 86
6 25 33
6 26 62
6 27 31
6 28 17
6 29 18
6 30 22
6 31 89
6 32 80
6 33 18
6 34 56
6 35 68
6 36 17
6 37 66
6 38 79
6 39 57
6 40 21
6 41 17
6 42 63
6 43 55
6 44 8
6 45 60
6 46 22
6 47 78
6 48 73
6 49 73
6 50 63
6 51 14
6 52 13
6 53 19
6 54 63
6 55 24
6 56 45
6 57 16
6 58 16
6 59 24
6 60 24
6 61 23
6 62 67
6 63 56
6 64 16
6 65 21
6 66 27
6 67 70
6 68 18
6 69 12
6 70 20
6 71 27
6 72 35
6 73 32
6 74 47
6 75 53
6 76 69
6 77 34
6 78 93
6 79 43
6 80 74
6 81 44
6 82 64
6 83 64
6 84 14
6 85 65
6 86 10
6 87 15
6 88 61
6 89 25
6 90 68
6 91 73
6 92 16
6 93 19
6 94 40
6 95 73
6 96 48
6 97 72
6 98 66
6 99 34
7 8 15
7 9 72
7 10 19
7 11 48
7 12 62
7 13 67
7 14 89
7 15 21
7 16 62
7 17 35
7 18 14
7 19 53
7 20 19
7 21 23
7 22 9
7 23 4
7 24 86
7 25 27
7 26 50
7 27 31
7 28 26
7 29 25
7 30 22
7 31 87
7 32 92
7 33 19
7 34 50
7 35 72
7 36 22
7 37 62
7 38 86
7 39 55
7 40 17
7 41 21
7 42 86
7 43 50
7 44 16
7 45 55
7 46 23
7 47 82
7 48 79
7 49 72
7 50 56
7 51 20
7 52 21
7 53 36
7 54 69
7 55 23
7 56 35
7 57 17
7 58 39
7 59 28
7 60 21
7 61 28
7 62 77
7 63 51
7 64 22
7 65 34
7 66 25
7 67 116
7 68 29
7 69 25
7 70 39
7 71 24
7 72 28
7 73 38
7 74 63
7 75 64
7 76 69
7 77 22
7 78 68
7 79 50
7 80 74
7 81 52
7 82 61
7 83 54
7 84 20
7 85 65
7 86 14
7 87 32
7 88 88
7 89 33
7 90 66
7 91 60
7 92 19
7 93 17
7 94 47
7 95 62
7 96 47
7 97 50
7 98 65
7 99 30
8 9 18
8 10 112
8 11 31
8 12 46
8 13 24
8 14 15
8 15 114
8 16 19
8 17 5
8 18 83
8 19 35
8 20 111
8 21 55
8 22 105
8 23 50
8 24 28
8 25 130
8 26 15
8 27 4
8 28 100
8 29 86
8 30 140
8 31 48
8 32 34
8 33 148
8 34 30
8 35 31
8 36 103
8 37 18
8 38 21
8 39 80
8 40 147
8 41 99
8 42 35
8 43 29
8 44 97
8 45 17
8 46 82
8 47 22
8 48 29
8 49 14
8 50 12
8 51 112
8 52 119
8 53 42
8 54 29
8 55 142
8 56 123
8 57 56
8 58 66
8 59 88
8 60 136
8 61 12
8 62 12
8 63 13
8 64 78
8 65 93
8 66 55
8 67 14
8 68 116
8 69 122
8 70 78
8 71 160
8 72 123
8 73 34
8 74 20
8 75 4
8 76 14
8 77 167
8 78 31
8 79 9
8 80 49
8 81 18
8 82 8
8 83 12
8 84 97
8 85 17
8 86 129
8 87 59
8 88 27
8 89 58
8 90 15
8 91 7
8 92 68
8 93 96
8 94 17
8 95 10
8 96 18
8 97 27
8 98 24
8 99 4
9 10 17
9 11 42
9 12 52
9 13 66
9 14 67
9 15 9
9 16 52
9 17 36
9 18 12
9 19 40
9 20 13
9 21 15
9 22 7
9 23 5
9 24 80
9 25 14
9 26 47
9 27 28
9 28 19
9 29 20
9 30 21
9 31 66
9 32 66
9 33 14
9 34 42
9 35 54
9 36 14
9 37 53
9 38 74
9 39 45
9 40 11
9 41 9
9 42 64
9 43 44
9 44 4
9 45 36
9 46 21
9 47 67
9 48 64
9 49 67
9 50 51
9 51 20
9 52 13
9 53 27
9 54 53
9 55 12
9 56 29
9 57 20
9 58 29
9 59 22
9 60 15
9 61 29
9 62 88
9 63 44
9 64 21
9 65 20
9 66 20
9 67 69
9 68 23
9 69 13
9 70 29
9 71 18
9 72 24
9 73 36
9 74 47
9 75 49
9 76 59
9 77 16
9 78 54
9 79 45
9 80 52
9 81 47
9 82 46
9 83 52
9 84 16
9 85 55
9 86 11
9 87 22
9 88 71
9 89 33
9 90 65
9 91 44
9 92 17
9 93 10
9 94 36
9 95 58
9 96 42
9 97 43
9 98 59
9 99 31
10 11 34
10 12 43
10 13 32
10 14 21
10 15 83
10 16 20
10 17 6
10 18 81
10 19 38
10 20 90
10 21 65
10 22 78
10 23 36
10 24 19
10 25 118
10 26 13
10 27 4
10 28 81
10 29 74
10 30 106
10 31 45
10 32 32
10 33 92
10 34 32
10 35 42
10 36 85
10 37 18
10 38 21
10 39 62
10 40 119
10 41 87
10 42 29
10 43 30
10 44 70
10 45 23
10 46 60
10 47 21
10 48 25
10 49 13
10 50 14
10 51 86
10 52 98
10 53 39
10 54 32
10 55 143
10 56 120
10 57 51
10 58 56
10 59 83
10 60 114
10 61 7
10 62 11
10 63 13
10 64 71
10 65 83
10 66 47
10 67 11
10 68 98
10 69 101
10 70 67
10 71 109
10 72 102
10 73 40
10 74 18
10 75 6
10 76 12
10 77 150
