source,target,ecm_alpha,nc_alpha,global_score,mlf_score,gloss_alpha,df_alpha,lans_alpha,pf_alpha,weight
1201,1261,0.07319375872612,0.0,184,150.30855770662697,0.396015,0.4871923287432983,0.5277777777777778,0.820528444396243,184
1201,1264,0.17180109024047852,0.0,542,146.01647628356903,0.284721,0.22842511113868824,0.23529411764705888,0.915724943139721,542
1201,1268,0.051715727895498276,0.0,258,309.0650150295993,0.322212,0.3744875972412903,0.25806451612903225,0.0598413354591443,258
1201,1531,0.011588218621909618,0.0,545,709.782712893384,0.189342,0.1358337723954116,0.19999999999999996,0.476437227417575,545
1201,1548,0.06849168241024017,0.0,837,709.782712893384,0.210645,0.10133052997686354,0.1470588235294118,0.450012559047308,837
1201,1558,0.020876916125416756,0.0,303,548.6910537392071,0.127424,0.10095813013728361,0.08333333333333337,0.105954221462117,303
1201,1573,0.20370420813560486,0.0,428,67.76998489683174,0.349405,0.31217730889306394,0.2941176470588235,0.84296269001529,428
1201,1575,0.0325283445417881,0.0,448,709.782712893384,0.299635,0.2955507725152092,0.28431372549019607,0.704987494651306,448
1201,1591,0.1015671044588089,0.0,184,95.37429532457149,0.431777,0.5454804366215751,0.4222222222222223,0.406004282318927,184
1201,1598,0.11478562653064728,0.0,250,115.13062760609127,0.410447,0.5074368372256024,0.48039215686274506,0.636723584017338,250
1201,1609,0.01862289011478424,0.0,323,640.4942429322032,0.147173,0.11766307585914793,0.1428571428571429,0.200989861393111,323
1201,1625,0.036723509430885315,0.0,221,325.01044671002745,0.356749,0.42819924237974305,0.4,0.229240372226363,221
1201,1633,0.06019618362188339,0.0,96,67.72527546214094,0.576061,0.680457594937997,0.5652173913043479,0.0693489681666893,96
1201,1642,0.01858624443411827,0.0,1291,709.782712893384,0.187137,0.02863268724134982,0.02083333333333337,0.147697122398594,1291
1201,1653,0.2040601521730423,0.0,273,39.70459530334622,0.373445,0.46795588166634683,0.4411764705882353,0.0237968947958393,273
1201,1656,0.03465477377176285,0.0,291,448.88616059647933,0.350104,0.41704696211789494,0.42105263157894735,0.129356729538676,291
1201,1734,0.45326897501945496,1.0,151,-0.0,0.534592,0.6641825899039828,0.5412371134020619,0.764868651370802,151
1201,1740,0.06671592593193054,0.0,143,122.03897235937357,0.420766,0.5042428274172377,0.5454545454545454,0.922009005511949,143
1201,1744,0.0562579371035099,0.0,61,50.98136974801268,0.490781,0.532458668051968,0.65625,0.0836806791709339,61
1201,1745,0.037446487694978714,0.0,372,526.285315589543,0.171906,0.14367468093438462,0.1063829787234043,0.456347958899764,372
1201,1748,0.0444001741707325,0.0,271,356.4170367075305,0.223939,0.22299056123546235,0.12195121951219512,0.0639701918809749,271
1201,1751,0.015915831550955772,0.0,79,164.00444368805827,0.385777,0.39160786781387424,0.33333333333333337,0.600946261824879,79
1201,1752,0.32094675302505493,0.9994828194112314,125,0.0003810903663061992,0.526686,0.6595510292928495,0.6148148148148148,0.242017888292047,125
1201,1753,0.1544993668794632,0.0007067673129954599,76,6.8397670320813075,0.599017,0.6960275686869535,0.7049180327868853,0.794522147726246,76
1201,1754,0.052540820091962814,0.0,137,149.80209738274885,0.355395,0.40012756738723254,0.33333333333333337,0.0056592587402614,137
1201,1756,0.04138542339205742,0.0,201,267.33782465430323,0.222919,0.22727133797983123,0.15000000000000002,0.387225790169737,201
1201,1759,0.18019257485866547,1.2782550484757849e-07,131,15.373784454278596,0.484871,0.5977207277767183,0.46153846153846156,0.0036277902268919,131
1201,1762,0.07302103191614151,0.0,246,222.51064416083477,0.289626,0.32345295843437605,0.31999999999999995,0.585896283503865,246
1201,1764,0.07705355435609818,0.0,344,303.9993169183859,0.268833,0.28289286000026015,0.22807017543859653,0.207914601658015,344
1201,1769,0.03267422690987587,0.0,491,709.782712893384,0.201438,0.16645719693847816,0.13888888888888884,0.461537960133945,491
1201,1770,0.05613194406032562,0.0,257,291.11175969587765,0.274547,0.29721868740265545,0.29268292682926833,0.588512716822659,257
1201,1773,0.043244343250989914,0.0,211,282.50208372201945,0.32345,0.36840377467065777,0.37037037037037035,0.700316018846708,211
1201,1778,0.023913346230983734,0.0,768,709.782712893384,0.0986463,0.03897925399981017,0.040000000000000036,0.4850160571058,768
1201,1786,0.07891323417425156,4.6217214721977484e-08,57,16.07544474290897,0.683615,0.789952563829834,0.8235294117647058,0.500781269844594,57
1201,1788,0.023892447352409363,0.0,884,709.782712893384,0.0917104,0.0306448155017226,0.0449438202247191,0.115405025215366,884
1201,1790,0.1755066215991974,0.055875409001423626,71,2.644537417341789,0.61724,0.7168568064076795,0.6470588235294117,6.49418384630097e-05,71
1201,1793,0.09346990287303925,0.00575048252651944,32,4.633885334842881,0.706408,0.7958542284017814,0.8055555555555556,0.629917807827616,32
1201,1796,0.1256660372018814,0.06725543989675253,49,2.422616758825942,0.703869,0.8078975917271338,0.7906976744186046,0.0399180359396658,49
1201,1798,0.20505467057228088,0.9907237435095605,57,0.006589788421463244,0.697138,0.8133412949596198,0.7536231884057971,0.305575510362306,57
1201,1801,0.0610758513212204,0.0,163,159.92846425757008,0.36872,0.4365757965796091,0.5294117647058824,0.461537960133945,163
1201,1805,0.09941159188747406,2.012100462911448e-07,60,14.670565353563774,0.638111,0.730548026300941,0.736842105263158,0.259330701445669,60
1201,1806,0.13262927532196045,6.484701664533077e-12,112,25.03767073537874,0.533959,0.6463246148869197,0.696078431372549,0.398204119191353,112
1201,1807,0.04507015645503998,0.0,154,192.70051407518548,0.30263,0.3312788620428595,0.33333333333333337,0.70657935490239,154
1201,1808,0.22539739310741425,0.0,404,48.905026204026555,0.318745,0.3333553437441007,0.3129251700680272,0.518404236227023,404
1201,1809,0.042378343641757965,0.0,487,644.0044927343446,0.181788,0.14358153105902394,0.11538461538461542,0.0951094205398438,487
1201,1810,0.04958760738372803,0.00015200492274669575,25,7.945478346484431,0.784007,0.8653335056033549,0.9117647058823529,0.286971116018785,25
1201,1813,0.018820393830537796,6.661338147750939e-16,20,32.44991150821363,0.457861,0.49196287353989965,0.625,0.209171640430139,20
1201,1815,0.04321792349219322,0.0,60,51.5134153615471,0.630115,0.7156908656712053,0.7058823529411764,0.146483001637045,60
1201,1816,0.09135959297418594,0.1341000553348105,24,1.6873394941561977,0.769205,0.8503612183376622,0.8484848484848485,0.526326682187147,24
1201,1819,0.0282297283411026,0.13759827560066595,4,1.2494681659305382,0.927737,0.9349347883632464,0.9166666666666666,0.634628857146158,4
1201,1820,0.05322454124689102,0.0,203,208.6859108073606,0.447722,0.5559443449155723,0.34782608695652173,0.526326682187147,203
1201,1825,0.014197791926562786,0.0,939,709.782712893384,0.0690298,0.01692584296267252,0.025000000000000022,0.164780617039023,939
1201,1827,0.02085934579372406,0.0,396,698.9493402613522,0.115336,0.07726579219378515,0.0714285714285714,0.0630406703558719,396
1201,1833,0.008333208970725536,0.0,1304,709.782712893384,0.050796,0.0054863273181954275,0.009708737864077666,0.796816304203688,1304
1201,1844,0.055643677711486816,0.0,371,423.86687336982425,0.224878,0.21419175800047452,0.17647058823529416,0.955218893636837,371
1201,1845,0.03873230516910553,0.0,477,698.4315580326058,0.302769,0.27298816257386016,0.27450980392156865,0.525465130783572,477
1201,1847,0.01815074123442173,0.0,668,709.782712893384,0.094876,0.042137439809142196,0.09259259259259256,0.243991851706459,668
1201,1851,0.018108414486050606,0.0,926,709.782712893384,0.116628,0.043679139510837794,0.09259259259259256,0.912786518926632,926
1201,2060,0.15967957675457,0.46571625283320994,51,0.6510708911672628,0.693106,0.7970035259376623,0.7142857142857143,0.0106483250653698,51
1201,1210,0.005817696452140808,0.0,53,151.52463673450495,0.634241,0.6709454973267015,0.6666666666666667,0.565499761279955,53
1201,1652,0.0075972178019583225,0.0,40,103.95753329137285,0.520824,0.5559191098715468,0.4,0.422753305929061,40
1201,1532,0.02927336096763611,0.0,283,490.0665592359498,0.28942,0.32000597798475683,0.35,0.49592880732482,283
1201,1217,0.007914693094789982,4.698349265197521e-09,11,16.84038588409368,0.77085,0.9240354096409442,0.6666666666666667,0.794543424262377,11
1201,1193,0.00946516077965498,8.776936644139255e-08,8,13.73283571852055,0.816533,0.8319853446101806,0.8,0.610415427915964,8
1201,1269,0.02453623339533806,0.6690754016092463,5,0.21683788335019105,0.96043,0.9818790730485698,0.8571428571428572,0.288230868846607,5
1201,1817,0.03302755951881409,0.00026059736490191554,10,6.91179548935468,0.761336,0.7989893953778644,0.8823529411764706,0.876805255681372,10
1264,157,0.16743314266204834,0.0,1135,246.5637466379453,0.367519,0.0725175093276641,0.07518796992481203,0.233605978368364,1135
1264,199,0.6406367421150208,1.0,146,-0.0,0.609446,0.7156111339354827,0.6390041493775933,0.142186265674729,146
1264,204,0.16942238807678223,0.0,933,160.59910639552075,0.248292,0.10531644391223405,0.13440860215053763,0.566843623980211,933
1264,225,0.15570616722106934,0.0,453,156.83770348217945,0.315531,0.2919258830279712,0.28,0.445758069522185,453
1264,259,0.27092230319976807,1.2737716881261463e-08,1052,17.998664095990023,1.0,0.08801327461530828,0.09774436090225569,0.606405784567487,1052
1264,280,0.06954935938119888,0.0,1544,549.2249838805333,0.149787,0.016478281411379636,0.03759398496240607,0.686889171665648,1544
1264,625,0.10442730784416199,0.0,1283,605.1663617106263,0.308065,0.051305641007997616,0.052631578947368474,0.864153518462387,1283
1264,645,0.12476818263530731,0.0,1661,470.9828659838488,0.403413,0.02111300460196408,0.022556390977443663,0.254705743805501,1661
1264,730,0.19058090448379517,0.0,1120,160.35802219495218,0.152515,0.0751020462812152,0.08270676691729328,0.849150024801157,1120
1264,806,0.6514511704444885,1.0,129,-0.0,0.645923,0.7440758554030082,0.6652360515021459,0.349472229330677,129
1264,893,0.2729680836200714,1.4745338283717047e-10,541,22.349016846310885,0.390363,0.2881723400348438,0.25757575757575757,0.213274594383459,541
1264,875,0.4936544895172119,1.0,30,-0.0,0.802214,0.9012943020397103,0.887218045112782,0.232393052859629,30
1264,904,0.5339778065681458,1.0,105,-0.0,0.556895,0.6637914559284135,0.55,0.758865459495495,105
1264,132,0.06122006103396416,0.0,1619,709.782712893384,0.373182,0.023309044890459152,0.03007518796992481,0.277896071469784,1619
1264,575,0.09332380443811417,0.0,1990,659.8779190979019,0.358821,0.009700580807467052,0.007518796992481258,0.898231490735248,1990
1264,627,0.19715985655784607,0.0,875,123.76088084169523,0.306067,0.132890574729554,0.1575757575757576,0.25032550543968,875
1264,647,0.1436859667301178,0.0,1270,375.95356435603617,0.386351,0.05289090336912994,0.06015037593984962,0.847785605630318,1270
1264,691,0.07200521230697632,0.0,2495,709.782712893384,1.0,0.0029138062903332207,0.0,0.289060717632494,2495
1264,733,0.39510586857795715,1.0,341,-0.0,0.368453,0.45709348863087607,0.42105263157894735,0.646461004075297,341
1264,579,0.16259892284870148,0.0,970,250.85237242896613,0.32738,0.10654158846945516,0.1278195488721805,0.155149908226561,970
1264,506,0.13276606798171997,0.0,1708,328.202041264476,0.361366,0.01889824064792578,0.015037593984962405,0.0999475561438769,1708
1264,858,0.19457663595676422,0.0,776,119.55575289924799,0.282307,0.15973606502730586,0.15822784810126578,0.310670471354994,776
1264,1121,0.14885281026363373,0.0,262,68.91224535403543,0.232071,0.2290201970750989,0.23076923076923073,0.63800718775796,262
1264,1254,0.05438670516014099,0.0,1038,709.782712893384,0.196203,0.06477973107745716,0.04225352112676062,0.424205966272928,1038
1264,468,0.08134835958480835,0.0,175,110.19532703042377,0.232671,0.23559644847524552,0.22033898305084743,0.226320238007347,175
1264,765,0.18339766561985016,0.0,791,147.68995370138282,0.279848,0.15466992083073083,0.14,0.199959717570724,791
1264,864,0.09663362801074982,0.0,655,386.0103813725833,0.190003,0.11273915793845257,0.10869565217391308,0.403440818595169,655
1264,865,0.15120714902877808,0.0,373,128.42202118672816,0.292464,0.28905806990289606,0.26315789473684215,0.121613394302611,373
1264,1068,0.18132071197032928,0.0,231,41.056166611912346,0.369538,0.4290860766826664,0.43661971830985913,0.418429211806072,231
1264,1095,0.1610289067029953,0.0,397,122.61424555732485,0.300001,0.2914120627032373,0.30000000000000004,0.117165391357485,397
1264,1179,0.010677481070160866,0.0,99,225.78993632563288,0.23034,0.2141051024915821,0.09999999999999998,0.919156820312908,99
1264,1180,0.025562142953276634,0.0,271,477.1644276097694,0.223136,0.21093959466289436,0.17647058823529416,0.889998835922296,271
1264,1193,0.007349491585046053,0.0,32,78.66892213218037,0.438699,0.45261757545446935,0.19999999999999996,0.0264463756377637,32
1264,1196,0.090493343770504,0.0,94,43.358437957303266,0.463257,0.5095633102550796,0.5,0.446290158035546,94
1264,1205,0.052163127809762955,0.0,902,709.782712893384,0.197365,0.08323289077764029,0.07017543859649122,0.671237966160566,902
1264,1208,0.12337459623813629,0.0,245,92.287833831971,0.461614,0.5547786048175499,0.5037593984962406,0.587905846617805,245
1264,1219,0.06169137731194496,0.0,535,578.5789293324594,0.250862,0.19950473716776562,0.16216216216216217,0.356095872315423,535
1264,1220,0.04016710817813873,1.3201661985817736e-12,38,25.956863136450497,0.681263,0.7581789777500544,0.75,0.409268517439205,38
1264,1221,0.023406807333230972,0.0,39,44.667094003533876,0.700872,0.763305041200624,0.7142857142857143,0.270426371745319,39
1264,1222,0.01662919670343399,0.0,29,38.11877397393932,0.740958,0.8064884548691847,0.6,0.526374051861341,29
1264,1224,0.006854952313005924,0.0,29,69.69573070925567,0.52397,0.691218226068145,0.33333333333333337,0.619221501484053,29
1264,1225,0.02278645895421505,8.127729267393136e-09,22,17.130516926040723,0.810283,0.8725670726246741,0.8333333333333334,0.634701609585603,22
1264,1227,0.11899600923061371,0.0,208,88.51720252927235,0.394481,0.46552432769548,0.40476190476190477,0.436639020418931,208
1264,1230,0.03678329288959503,2.911035634767245e-09,34,18.453043755740367,0.767981,0.8485239419225461,0.7777777777777778,0.366258467865406,34
1264,1231,0.010350438766181469,0.0,112,271.87434941049014,0.317692,0.2954163831035229,0.2857142857142857,0.316254620890059,112
1264,1234,0.036296382546424866,2.880346322342575e-06,26,11.701020680751618,0.792327,0.8696237628976033,0.5555555555555556,0.572265929652683,26
1264,1235,0.028755363076925278,5.540480740862108e-09,28,17.694520911470246,0.815651,0.8715469375390523,0.8571428571428572,0.917778496705328,28
1264,1237,0.012983669526875019,1.1650680420416393e-12,23,25.574759638481957,0.857201,0.9203792031365107,0.6666666666666667,0.431292682310933,23
1264,1240,0.027695801109075546,0.000547856810688474,13,6.423057234597022,0.816504,0.8870813443684743,0.75,0.223655810831162,13
1264,1246,0.017853977158665657,6.719069745031447e-13,24,26.149396017652478,0.780146,0.8502844167057437,0.8,0.527064054003382,24
1264,1247,0.021233517676591873,3.29042448843353e-09,24,18.063937287739506,0.829214,0.8991381808876759,0.8,0.89817447217585,24
1264,1249,0.013578741811215878,0.0,112,240.27777973152016,0.273685,0.2652794107091476,0.19999999999999996,0.224874293927503,112
1264,1251,0.027259962633252144,0.0,132,208.24577507510162,0.321104,0.33529215125092604,0.33333333333333337,0.44156744967694,132
1264,1260,0.10242568701505661,0.0,174,79.04925498373706,0.467286,0.5696059705979026,0.33333333333333337,0.473549977467217,174
1264,847,0.24257907271385193,1.0035527964191715e-11,347,24.93623472822401,0.335857,0.3507597919322707,0.34513274336283184,0.732761180404683,347
1264,1226,0.02570301480591297,8.754310051029002e-05,13,8.079205602018572,0.8018,0.8655977152265141,0.75,0.460890228666404,13
1264,1266,0.015320571139454842,0.0,62,101.6904314396506,0.694406,0.7825513843732443,0.75,0.478841088848908,62
1264,1268,0.0796823799610138,0.0,241,187.80409209016292,0.351045,0.39992463850593774,0.3870967741935484,0.224725808062053,241
1264,1270,0.0052719563245773315,0.0,146,423.54942097043977,0.145571,0.11661321196263374,0.0,0.498820873089546,146
1264,1652,0.0060215964913368225,0.0,81,229.44829589811962,0.303969,0.2740772337316756,0.19999999999999996,0.514184122229731,81
1264,1428,0.06476888060569763,0.0,120,92.7589940928162,0.301988,0.31206140605921673,0.22499999999999998,0.881425015391003,120
1264,1442,0.008549309335649014,0.0,111,238.77407640446268,0.101335,0.08027513257480645,0.11111111111111116,0.002253054614523,111
1264,1444,0.005803524982184172,0.0,148,422.30964406512726,0.155882,0.13157964255663834,0.1428571428571429,0.0841105625274717,148
1264,1445,0.013913079164922237,0.0,166,344.27375944891907,0.161349,0.14630107807642312,0.1333333333333333,0.797553819466596,166
1264,1456,0.2763488292694092,0.0674779632952257,235,2.569661702266561,0.431261,0.5128017109578407,0.44791666666666663,0.727763513176051,235
1264,1508,0.10224141925573349,0.0,499,206.363639891522,0.138791,0.08659905003128765,0.09022556390977443,0.816467866768743,499
1264,1518,0.19557005167007446,0.0,320,54.73822396201096,0.374207,0.4117109265776788,0.3466666666666667,0.561379274236483,320
1264,1530,0.10860276222229004,0.0,191,89.7299096348574,0.412402,0.48847830553854477,0.5405405405405406,0.324051591565028,191
1264,1531,0.01786450669169426,0.0,571,709.782712893384,0.191383,0.12257138837333248,0.1333333333333333,0.255491840461082,571
1264,1532,0.017862757667899132,0.0,599,709.782712893384,0.153196,0.08224456059506469,0.050000000000000044,0.540438197628536,599
1264,1548,0.2052430510520935,0.0,467,81.04200782070288,0.364759,0.33585893386342225,0.3516483516483516,0.484416661289409,467
1264,1557,0.024048026651144028,0.0,82,128.5400524739923,0.370097,0.37181996717160204,0.3571428571428571,0.662079730819403,82
1264,1558,0.06503258645534515,0.0,153,127.84656451145568,0.299494,0.32010739571850344,0.2777777777777778,0.316052475643602,153
1264,1559,0.052414145320653915,0.0,82,69.25877776513678,0.497676,0.5410927212512839,0.55,0.567810220700922,82
1264,1573,0.2576460540294647,5.10702591327572e-15,517,32.549142515924906,0.389379,0.3046012114629487,0.2857142857142857,0.377362279693715,517
1264,1575,0.048786673694849014,0.0,490,646.6303932327861,0.304536,0.2718594912120038,0.3157894736842105,0.466362056041604,490
1264,1579,0.021381188184022903,0.0,977,709.782712893384,0.152357,0.05033523397535722,0.03125,0.185227872277956,977
1264,1590,0.015987258404493332,0.0,489,709.782712893384,0.144301,0.08701617660445249,0.16666666666666663,0.0257145048233549,489
1264,1591,0.09356170892715454,0.0,376,269.72125759240606,0.291909,0.2872054235608279,0.28888888888888886,0.059903108402752,376
1264,1598,0.1443299651145935,0.0,335,122.35195295912852,0.384181,0.41813556263035834,0.3846153846153846,0.43755038533387,335
1264,1609,0.02492484450340271,0.0,342,557.3926912638824,0.14139,0.10318313267382417,0.0714285714285714,0.0784366427310381,342
1264,1633,0.07908117026090622,0.0,121,66.54639670399341,0.522045,0.6148585128207481,0.5217391304347826,0.0604172294928065,121
1264,1642,0.08343758434057236,0.0,766,643.1201961300529,0.338714,0.17116513193657512,0.19548872180451127,0.125200924736214,766
1264,1653,0.3315359354019165,0.9999436243746801,181,4.206737408143418e-05,0.494126,0.6048029193266138,0.5428571428571429,0.124414877390595,181
1264,1734,0.4479081630706787,1.0,297,-0.0,0.439087,0.4931644724562677,0.41237113402061853,0.0875933278439401,297
1264,1745,0.08210229873657227,0.0,258,190.89920776316438,0.256512,0.2626634680965262,0.2978723404255319,0.223086265628905,258
1264,1752,0.3281148076057434,0.9713326563275171,226,0.024964879539695964,0.397386,0.47074956850965355,0.4222222222222223,0.0966241497161909,226
1264,1753,0.1910211145877838,0.024046244183481558,98,3.4871592432300935,0.538455,0.6264594810274398,0.6065573770491803,0.0917500292949722,98
1264,1754,0.013048920780420303,0.0,503,709.782712893384,0.0707846,0.030198743843009912,0.030303030303030276,0.583426008928751,503
1264,1759,0.23208868503570557,0.03688380262914548,145,3.1171249409201676,0.466804,0.5656190790109941,0.41025641025641024,0.594887311586487,145
1264,1762,0.0683387741446495,0.0,379,340.45237115351404,0.205805,0.17378460618130553,0.12,0.262286170754393,379
1264,1764,0.021266905590891838,0.0,1016,709.782712893384,0.0969319,0.02204601127179917,0.01754385964912286,0.219560781014816,1016
1264,1778,0.009949823841452599,0.0,1258,709.782712893384,0.0519827,0.004553605681952511,0.0,0.583844451156598,1258
1264,1780,0.007448958232998848,0.0,72,172.3369063031988,0.163202,0.14573999935614368,0.18181818181818177,0.612296818471027,72
1264,1786,0.0997719019651413,2.1992740961707113e-11,88,23.73636911757477,0.59911,0.6942533891765796,0.7407407407407407,0.143525806081084,88
1264,1788,0.008235011249780655,0.0,1497,709.782712893384,0.0461741,0.0025141531879279144,0.011235955056179803,0.186699632382635,1497
1264,1790,0.020541971549391747,0.0,838,709.782712893384,0.0706707,0.017624422716483568,0.044117647058823484,0.439664366522993,838
1264,1793,0.04869065061211586,0.0,217,237.8458322496478,0.211801,0.20629475258731989,0.2222222222222222,0.414233780875342,217
1264,1798,0.176382377743721,0.0,234,45.63170672427699,0.368943,0.4264772547347111,0.42028985507246375,0.14637134587049,234
1264,1801,0.1129792109131813,3.0960459751483427e-09,84,18.87330925124992,0.572793,0.6540914202736293,0.7647058823529411,0.413770445338509,84
1264,1805,0.0779489204287529,0.0,209,159.62889662866417,0.305437,0.3310952701579817,0.21052631578947367,0.0463006673761307,209
1264,1806,0.06867280602455139,0.0,477,433.3430971886551,0.201096,0.1518603477110293,0.13207547169811318,0.700855253002254,477
1264,1807,0.04129026085138321,0.0,235,290.0863264844194,0.194291,0.18239769471640055,0.12121212121212122,0.354654657329595,235
1264,1808,0.2220252901315689,0.0,611,67.53842346077113,0.293864,0.21545743657039584,0.217687074829932,0.484549014223339,611
1264,1809,0.06436134874820709,0.0,490,466.91783549650717,0.193061,0.14184220373725065,0.09615384615384615,0.631020343029639,490
1264,1813,0.02579265460371971,1.3979728485935539e-10,18,20.75171133490428,0.491981,0.528935852348998,0.6875,0.316747976924023,18
1264,1820,0.08364905416965485,0.0,180,106.25876559314138,0.492254,0.5946528878699133,0.4782608695652174,0.456371482440106,180
1264,1825,0.07521557062864304,0.0,534,391.41099874384327,0.158632,0.10088731489073655,0.11250000000000004,0.741684486615511,534
1264,1833,0.20736300945281982,5.551115123125783e-16,280,34.698092046933326,0.309001,0.3343507662208868,0.27184466019417475,0.0843209282521088,280
1264,1845,0.12629765272140503,0.00547991388256186,91,4.898626833477593,0.679958,0.8043065867967749,0.7669172932330828,0.825628366345145,91
1264,1847,0.18882955610752106,0.48232413934344054,73,0.6368846921229472,0.62173,0.7139035830957059,0.5925925925925926,0.845690810453839,73
1264,1850,0.01570788212120533,0.0,51,85.2258885330885,0.654563,0.7150183499534197,0.8,0.325911911748492,51
1264,1851,0.16459450125694275,0.0,201,39.51348316445214,0.427371,0.5147585578322067,0.33333333333333337,0.55215822852416,201
1264,2060,0.17326058447360992,1.5048224683011924e-05,118,10.677733103327764,0.500346,0.5907247025989886,0.5,0.905156401044156,118
1264,2421,0.019189905375242233,0.0,145,273.6232730635072,0.502764,0.5742803559183891,0.5,0.693615059320028,145
1264,1504,0.06804751604795456,6.894484982922222e-14,52,29.067274689003277,0.349475,0.3619476073823875,0.375,0.406000606207288,52
1264,1232,0.019873052835464478,2.1088567558891214e-09,19,18.26141290730693,0.790755,0.8443351070718212,0.6666666666666667,0.985924961702659,19
1264,1244,0.018298260867595673,2.0449641979780608e-11,20,22.689928424808283,0.759817,0.810491075578655,0.8333333333333334,0.298171550757355,20
1264,1214,0.008282804861664772,0.08467337738953318,3,1.4806619163945018,0.998668,0.9883720930232558,0.5,0.884282711532603,3
1573,292,0.057031191885471344,0.0,1245,709.782712893384,0.181227,0.030837699142967412,0.03361344537815125,0.347667885803293,1245
1573,193,0.049074091017246246,0.0,1299,709.782712893384,0.132597,0.017116897887538896,0.033333333333333326,0.507654851338942,1299
1573,199,0.02612663060426712,0.0,2865,709.782712893384,0.221245,0.0020820906100319503,0.0,0.720655119553186,2865
1573,204,0.040796585381031036,0.0,1996,709.782712893384,0.195458,0.007836138208320298,0.01680672268907568,0.0739078923840799,1996
1573,225,0.12716443836688995,0.0,543,257.2486217068075,0.305436,0.22801724251355193,0.22666666666666668,0.570106338513735,543
1573,259,0.6021445393562317,1.0,148,-0.0,1.0,0.7347382300271903,0.6638655462184874,0.576321939747525,148
1573,280,0.04127943143248558,0.0,1986,709.782712893384,0.154552,0.00502140475327284,0.024793388429752095,0.620296176986835,1986
1573,308,0.04971817135810852,0.0,917,709.782712893384,0.127109,0.03572135441229207,0.06930693069306926,0.179505923697908,917
1573,365,0.04666091501712799,0.0,1195,709.782712893384,0.141029,0.023641844660483913,0.03418803418803418,0.758328063936679,1195
1573,806,0.03775782510638237,0.0,2618,709.782712893384,0.248761,0.0037912147181786704,0.008403361344537785,0.0564684461108533,2618
1573,893,0.045604221522808075,0.0,1958,709.782712893384,0.274906,0.01585033957549198,0.03361344537815125,0.721919093381392,1958
1573,875,0.4123992323875427,1.0,83,-0.0,0.645262,0.7499736211806765,0.6985294117647058,0.148342478953692,83
1573,904,0.040659721940755844,0.0,1244,683.71725776156,0.0740205,0.007409554668173612,0.027272727272727226,0.691488154189459,1244
1573,858,0.14572420716285706,0.0,1002,295.5597329513237,0.28298,0.09324887577688368,0.12605042016806722,0.726158984507064,1002
1573,1092,0.07671227306127548,0.0,359,276.6013690673289,0.239538,0.21161221852824386,0.24528301886792447,0.32513362139483,359
1573,1121,0.17888642847537994,1.3289336298072385e-10,189,22.235746175473622,0.31552,0.3460605416727488,0.29807692307692313,0.112393630313731,189
1573,1254,0.22931326925754547,0.0474885280837446,191,2.895856515947189,0.518035,0.6091939277487995,0.6050420168067228,0.69326516400897,191
1573,1734,0.49702003598213196,1.0,213,-0.0,0.530491,0.6024714820426728,0.4948453608247423,0.14227542403583,213
1573,1752,0.22234642505645752,0.0,395,37.251275684016456,0.293355,0.2672381001850871,0.2592592592592593,0.0526407940344317,395
1573,1808,0.2861415147781372,2.663503763988828e-05,445,10.326029048602754,0.378268,0.3274705226866921,0.2857142857142857,0.346426656156687,445
1573,451,0.013355315662920475,0.0,464,632.7060098594508,0.0407551,0.01464068246371919,0.014285714285714235,0.619097032063904,464
1573,461,0.07670922577381134,0.0,566,428.83427868743473,0.193063,0.12313405154179236,0.18055555555555558,0.267312916060155,566
1573,865,0.14996497333049774,0.0,348,108.86980854890406,0.318002,0.31433469930401026,0.2763157894736842,0.296982564146514,348
1573,1095,0.16708138585090637,0.0,351,87.42763438657029,0.338272,0.3364994281099992,0.3375,0.838685720431739,351
1573,1508,0.1577044427394867,0.0,343,70.81013649250535,0.215128,0.1869795209073889,0.1578947368421053,0.385397577818555,343
1573,765,0.19355455040931702,0.0,771,140.5546674039516,0.320881,0.16219105950077983,0.1466666666666666,0.236129938189064,771
1573,847,0.053220346570014954,0.0,1140,709.782712893384,0.155696,0.030829019126559887,0.026548672566371723,0.142838860994419,1140
1573,468,0.023502513766288757,0.0,376,474.668339559886,0.0779981,0.04277655579440098,0.05084745762711862,0.0385246865511316,376
1573,1093,0.0355246476829052,0.0,736,709.782712893384,0.143225,0.06036484347011517,0.07692307692307687,0.173781559692834,736
1573,1450,0.11806594580411911,0.0,243,100.33964701228493,0.33902,0.37073467104253977,0.25,0.0893183000980518,243
1573,1507,0.019622743129730225,0.0,639,519.98388512942,0.0311045,0.006868337231775268,0.01898734177215189,0.551563205544904,639
1573,1518,0.2084278166294098,9.625422681125428e-10,251,20.34913462298417,0.44124,0.49898518721847673,0.41333333333333333,0.133905711792799,251
1573,1548,0.2737449109554291,0.2214185879917736,254,1.4243960819106287,0.501987,0.5533384123648311,0.4957983193277311,0.249527774592965,254
1573,396,0.01784524880349636,0.0,30,43.022858625842424,0.290596,0.3343145804746832,0.1578947368421053,0.470119182896624,30
1573,1053,0.032131146639585495,0.0,550,709.782712893384,0.151715,0.08722253751519993,0.05128205128205132,0.882525119410666,550
1573,1082,0.046643007546663284,0.0,297,320.70779489097436,0.192084,0.1667240316142523,0.2142857142857143,0.0669757221628527,297
1573,1101,0.03688760846853256,0.0,670,709.782712893384,0.137666,0.06295455092996582,0.05555555555555558,0.22059387213512,670
