source,target,ecm_alpha,nc_alpha,global_score,mlf_score,gloss_alpha,df_alpha,lans_alpha,pf_alpha,weight
1029,1023,0.0007276038522832096,0.0,5,49.435381041803716,1.0,0.6991374231961485,0.0,0.343809007254617,5
1029,1025,0.0006122012273408473,0.0,14,124.6620923118888,0.225352,0.09043757532313812,0.0,0.633404436920248,14
1029,1026,7.553182513220236e-05,0.0,36,314.35314048253736,0.000861926,0.013944642600653312,0.0,0.768574504420282,36
1029,1028,0.0021449588239192963,1.9806378759312793e-13,2,18.998615823865855,0.347286,0.5,0.0,0.158147036955255,2
1029,2335,0.000262952089542523,0.0,16,149.12844460208845,0.0443081,0.028191008465521694,0.0,0.355150220201403,16
1029,1032,0.0033009101171046495,0.0,14,99.43160633385324,0.236035,0.35995843620447454,0.2777777777777778,0.519290089550885,14
1029,1033,0.008061624132096767,1.6219248166748912e-12,10,23.90518913111378,0.479025,0.4850450794135589,0.4444444444444444,0.323192215134007,10
1029,1733,0.0003735112550202757,0.0,66,226.64261112159943,0.00488039,0.004224215946585175,0.0,0.101353956034573,66
1029,1906,0.000660584366414696,0.0,6,59.06279347547831,1.0,0.6502471642142049,0.0,0.667173873492003,6
1029,1907,0.0021457725670188665,3.506783752271758e-10,1,10.539006503082932,1.0,0.9314792976074605,0.0,0.304798802143959,1
1029,1908,0.006481420714408159,5.610557685109541e-09,1,9.152751866583143,1.0,0.5625,0.33333333333333337,0.47324842471053,1
1029,1904,0.0014137232210487127,0.0,7,61.68748625541878,0.97079,0.6045880353503132,0.5,0.44691751455584,7
1029,1666,0.003548187669366598,0.0,27,84.46472919091977,0.112366,0.1314807429209628,0.11111111111111116,0.554608481918693,27
1029,2010,0.004327983129769564,3.1559944657644223e-09,1,9.44042069755334,1.0,0.6666666666666667,0.5,0.994465468635015,1
1029,1031,0.006481633055955172,1.2623309064707655e-08,1,8.74731324126281,1.0,0.6944444444444445,0.6666666666666667,0.357255735775409,1
1666,4,0.0005311003187671304,0.0,22,108.69942843485583,0.0172472,0.09765625,0.0,0.897528096822012,22
1666,648,0.13540160655975342,0.0,558,93.98219833055066,0.194517,0.1622141184174195,0.1333333333333333,0.0399037397234235,558
1666,1008,0.004420197568833828,0.0,240,709.782712893384,0.0916513,0.07234053572495502,0.09999999999999998,0.015843072698776,240
1666,1032,0.005697846412658691,0.0,16,46.45642681393541,0.483667,0.4908680678886329,0.33333333333333337,0.19325862430055,16
1666,1033,0.04059885814785957,0.0,325,454.80163112038815,0.299233,0.3490537033279476,0.33333333333333337,0.245142088427924,325
1666,1035,0.01163735706359148,0.0,280,709.782712893384,0.226852,0.23273843667707284,0.23809523809523814,0.499678167804352,280
1666,1049,0.0028423508629202843,0.0,554,709.782712893384,0.0766028,0.035936459787435315,0.04761904761904767,0.794369498930586,554
1666,1096,0.08573343604803085,0.0,524,419.93113387131643,0.188463,0.18151915065335544,0.18333333333333335,0.476494016169742,524
1666,1187,0.07035242021083832,0.0,227,106.13613644019686,0.455264,0.48038403688644316,0.41666666666666663,0.677618633279143,227
1666,1201,0.033307865262031555,0.0,747,709.782712893384,0.153451,0.08648093628861164,0.09999999999999998,0.229240372226363,747
1666,1264,0.10091814398765564,0.0,473,308.57761788638595,0.253344,0.2147825968370196,0.21666666666666667,0.0611066525705919,473
1666,1542,0.004758546594530344,0.0,1833,709.782712893384,0.0600042,0.002033322437819729,0.0,0.961316495588583,1833
1666,1573,0.03311851993203163,0.0,974,709.782712893384,0.144059,0.04026547825087701,0.06666666666666665,0.463210652598737,974
1666,1614,0.04693328216671944,0.0,162,173.0814776337631,0.462775,0.5931556159816709,0.4833333333333333,0.269207179156186,162
1666,1653,0.024600202217698097,0.0,867,709.782712893384,0.127239,0.05780380255123618,0.08333333333333337,0.888809818005481,867
1666,1659,0.10498525947332382,0.0,427,244.81255401600205,0.287729,0.24988090027080212,0.2666666666666667,0.685332238346891,427
1666,1013,0.003771271090954542,0.0,18,59.07341465582609,0.612869,0.5814781005632803,0.6,0.277109540582156,18
1666,1036,0.004118751268833876,0.0,65,219.69171451068368,0.566217,0.6085451540456416,0.6833333333333333,0.397316398718744,65
1666,1044,0.004810767713934183,0.0,123,419.8880079935056,0.398403,0.41574147707925835,0.33333333333333337,0.761190312890858,123
1666,1664,0.0011115199886262417,1.1102230246251565e-16,7,31.35172014783372,0.985482,0.631578947368421,0.5,0.15307040053876,7
1666,1665,0.0065750498324632645,0.0,104,320.5724897718639,0.397479,0.426767561700508,0.375,0.478422375719817,104
1666,1935,0.0006612537545152009,2.220446049250313e-16,6,29.98448248181764,0.512438,0.4,0.0,0.431608418205761,6
1666,1668,0.002464077901095152,0.0,596,709.782712893384,0.0536688,0.02068654745466858,0.03703703703703709,0.0729755253087159,596
1666,1669,0.0012860695132985711,0.0,31,135.01199877091696,0.242648,0.22430679925928798,0.0,0.171199796588281,31
1666,1672,0.005033573601394892,0.0,68,206.6511786637722,0.600506,0.7094742660849308,0.5,0.262133845140794,68
1666,1675,0.0008819852373562753,0.0,101,433.11971739943647,0.0480484,0.032535413243100164,0.0,0.730082732436071,101
1666,1676,0.0028188566211611032,0.0,335,709.782712893384,0.286218,0.27068146556284256,0.19999999999999996,0.137752907396361,335
1666,1678,0.0020807369146496058,0.0,65,263.11952126059947,0.70349,0.7004608294930876,0.5,0.186249325769167,65
1666,1937,0.0006383725558407605,0.0,429,709.782712893384,0.0629392,0.015944848411944545,0.0,0.211321384484475,429
1666,1681,0.0038242333102971315,0.0,441,709.782712893384,0.194773,0.15758352006083765,0.19999999999999996,0.293506871655035,441
1666,2602,0.0007899152114987373,0.0,152,709.782712893384,1.0,0.6126731995324008,0.0,0.889726597414781,152
1666,2603,0.001360502908937633,0.0,38,168.19730624975813,0.197165,0.3283676303497033,0.0,0.587438866035619,38
1666,2604,0.0007942512165755033,0.0,166,709.782712893384,1.0,0.5855208856431506,0.0,0.396803539414787,166
1666,1689,0.0018173756543546915,0.0,179,709.782712893384,0.321901,0.31260768278774054,0.33333333333333337,0.246555767452838,179
1666,1692,0.002225129632279277,0.0,97,389.5598888346762,0.709074,0.706060606060606,0.5,0.0400979075798291,97
1666,1697,0.0006792763597331941,0.0,29,136.0387948629272,0.120001,0.09285517574910829,0.0,0.289741795774588,29
1666,1702,0.0007265776512213051,0.0,979,709.782712893384,0.691123,0.03958874430683712,0.0,0.334628172937818,979
1666,1705,0.002332384930923581,0.0,557,709.782712893384,0.321668,0.16275197523631113,0.15000000000000002,0.329472971999621,557
1666,1706,0.006152362562716007,0.0,1296,709.782712893384,0.109915,0.013381507348110167,0.033333333333333326,0.435261777354157,1296
1666,2605,0.0006408717017620802,0.0,122,636.0571774169501,0.0,0.016129032258064502,0.0,0.0567325694133816,122
1666,1716,0.020363617688417435,0.0,339,668.7894780292515,0.324596,0.33343951264563876,0.30000000000000004,0.818764611043414,339
1666,1718,0.0040040770545601845,0.0,201,651.9222053602117,0.0869048,0.07089199076547725,0.0,0.421588046266877,201
1666,1724,0.0032985247671604156,0.0,21,67.58853240462271,0.566495,0.7731866825208085,0.33333333333333337,0.472121053139916,21
1666,1727,0.018725577741861343,0.0,352,709.782712893384,0.210567,0.21139113349227,0.2222222222222222,0.0224554295070898,352
1666,2606,0.0009580651530995965,0.0,70,341.62226257997094,0.238577,0.306930693069307,0.0,0.0788874236233727,70
1666,1730,0.006436782889068127,0.0,268,709.782712893384,0.502719,0.420391447397648,0.3666666666666667,0.173850897471652,268
1666,1733,0.003213784657418728,0.0,1623,709.782712893384,0.0624877,0.004278879053789986,0.012345679012345734,0.119241367983959,1623
1666,2607,0.0004376115102786571,0.0,20,100.48226159044495,0.0659856,0.0672153635116598,0.0,0.127814807624148,20
1666,2608,0.0013521498767659068,0.0,261,709.782712893384,0.1255,0.08177745182230467,0.0,0.198480775212116,261
1666,1752,0.06549450755119324,0.0,514,516.621925598667,0.184165,0.17911432730645616,0.1777777777777778,0.627986654285626,514
1666,1719,0.00518624996766448,0.0,44,137.75625878339915,0.511202,0.5386086636608418,0.33333333333333337,0.794975734684191,44
1666,1726,0.0032684141770005226,0.0,77,285.287828417292,0.338183,0.3013392414530266,0.33333333333333337,0.220028899716778,77
1666,575,0.3429481089115143,1.0,102,-0.0,0.630517,0.720136079047861,0.5833333333333333,0.23760166106176,102
1666,1026,0.004640928003937006,3.9013237085328e-13,8,24.638518735950203,0.442319,0.46223487506430994,0.4444444444444444,0.312185295759816,8
1666,1679,0.00909424014389515,0.0,22,48.88048649882442,0.663292,0.7325949382215129,0.625,0.644009559197466,22
1666,1940,0.0018722671084105968,0.0,13,51.64545336732805,0.507892,0.5695977216091135,0.33333333333333337,0.616814450841204,13
1666,1696,0.0023505669087171555,2.7257396340019113e-10,5,17.666530174789983,0.947748,0.7541551246537397,0.6666666666666667,0.69967816795019,5
1853,2656,0.0009784633293747902,1.9092727399083742e-11,1,11.994283583758024,1.0,0.8571428571428572,0.5,0.574276555416579,1
1854,1950,0.0003284609119873494,0.0,4,47.3773434072921,0.780478,0.44444444444444453,0.33333333333333337,0.404324562779805,4
1950,2699,0.001798115554265678,1.4027334849231465e-11,1,12.148433822196166,1.0,0.75,0.5,0.805349617654187,1
1008,1011,0.0004161990946158767,0.0,13,92.18903387536577,0.132372,0.18903591682419663,0.0,0.182545458590981,13
1008,648,0.02257494628429413,0.0,154,130.86104129551208,0.204233,0.19339929097567088,0.19999999999999996,0.0854027146396118,154
1008,1009,0.0004451868881005794,0.0,44,292.96624862163844,0.13125,0.0730770643366776,0.0,0.757229693606976,44
1008,2330,0.00043360350537113845,0.0,27,192.9284756253099,0.736784,0.3571428571428571,0.0,0.0807286610900334,27
1008,1010,0.0011503624264150858,0.0,25,154.69542470601007,0.311215,0.4302012423577659,0.5,0.451961058959397,25
1008,1013,0.0014226947678253055,0.0,28,166.92626264974803,0.329217,0.41539955581844434,0.4,0.0761908953828872,28
1008,1033,0.009867904707789421,0.0,115,298.5566779164697,0.297116,0.2972177387154039,0.25,0.68071912292709,115
1008,1035,0.0077591282315552235,0.0,48,151.17269622126022,0.540229,0.6083340844496996,0.30000000000000004,0.034949921320224,48
1008,1542,0.0045563471503555775,0.0,362,709.782712893384,0.0368838,0.016326977748005844,0.050000000000000044,0.698253144544653,362
1008,1706,0.0005053459317423403,0.0,507,709.782712893384,0.0116224,0.0023563984849876984,0.0,0.026986868042407,507
1008,1733,0.011764712631702423,0.0,163,373.81187445968254,0.183965,0.17489713882298086,0.15000000000000002,0.33282554329836,163
1008,1264,0.05593426153063774,1.179714992360914e-09,37,19.379974689275883,0.616912,0.6825126016555745,0.4,0.291309682638461,37
1008,1901,0.0015153231797739863,3.357336630926966e-11,3,17.49698472095925,0.862775,0.7825443786982249,0.6666666666666667,0.757466727454387,3
1008,1187,0.018114835023880005,0.0002634690560965325,18,7.272152509620759,0.778523,0.8312153905736615,0.7,0.92117887854728,18
1008,1032,0.005704894661903381,8.937078743720406e-08,3,11.586845020788246,0.97164,0.8792472792662424,0.85,0.939491483676861,3
1008,2733,0.00042619110899977386,4.6074255521943996e-14,3,22.439730224288983,0.0960485,0.4,0.0,0.989799296625884,3
9,12,0.0007886924431659281,0.0,4,31.399514882284006,0.899575,0.833706492977814,0.5,0.606429866678189,4
9,2022,0.000329590926412493,0.0,12,110.77992268263871,0.451764,0.5585182169753714,0.25,0.435609149428108,12
9,1856,0.0005125999450683594,0.0,3,29.27504036903343,0.999527,0.7857142857142857,0.5,0.856630648500493,3
11,2020,0.0003003893652930856,0.0,12,109.76997726535629,0.386103,0.4988724424945672,0.5,0.52614101251074,12
11,17,0.00012328018783591688,0.0,22,214.64458302385975,0.243997,0.35116598079561046,0.0,0.262014447423668,22
12,2020,0.0006640336359851062,0.0,6,49.86542766450326,0.74527,0.7206527532904179,0.5,0.0797669371653289,6
12,2022,0.00035821247729472816,0.0,12,104.47515993146654,0.49502,0.6824196597353498,0.25,0.683529563477445,12
15,2021,0.000334565294906497,0.0,3,35.564144564198955,0.0545261,0.6666666666666667,0.5,0.326122009183811,3
1659,199,0.03176999092102051,0.0,2796,709.782712893384,0.243285,0.002420458450216545,0.0,0.612082388996358,2796
1659,204,0.04930858314037323,0.0,1914,709.782712893384,0.214211,0.009587666793616334,0.017094017094017144,0.966614021257381,1914
1659,225,0.1193515732884407,0.0,587,300.621996414711,0.301398,0.20201184047636433,0.19999999999999996,0.715032687735168,587
1659,259,0.5514901280403137,1.0,278,-0.0,1.0,0.5726606308702222,0.5384615384615384,0.750545598383316,278
1659,280,0.06944426149129868,0.0,1672,673.4375049354462,0.182087,0.011687416732661493,0.037190082644628086,0.687740915406344,1672
1659,292,0.08801448345184326,0.0,1009,583.8921653602121,0.217289,0.060107903512132466,0.07563025210084029,0.246306530910639,1009
1659,758,0.17975859344005585,0.0,710,138.76327068989426,0.266574,0.13728438294226974,0.10256410256410253,0.955100462724797,710
1659,806,0.07637909799814224,0.0,2074,709.782712893384,0.295201,0.013821264428096391,0.008547008547008517,0.595128800730207,2074
1659,847,0.08079686760902405,0.0,931,579.5719054282113,0.189319,0.05881943777503107,0.08849557522123896,0.359933625338044,931
1659,858,0.18364928662776947,0.0,859,171.5558730774947,0.318536,0.1311131906336933,0.15189873417721522,0.444598776679752,859
1659,893,0.060163240879774094,0.0,1795,709.782712893384,0.304148,0.02422716614696685,0.02564102564102566,0.631927023606819,1795
1659,904,0.025149032473564148,0.0,1484,709.782712893384,0.0571686,0.002839696619279297,0.009090909090909038,0.024444778055419,1484
1659,1033,0.007478862535208464,0.0,1748,709.782712893384,0.0981825,0.00429666243676996,0.0,0.488815041218151,1748
1659,1035,0.010360142216086388,0.0,587,709.782712893384,0.0990468,0.04122375071708562,0.04761904761904767,0.020249305317071,587
1659,1064,0.07593770325183868,0.0,527,349.37258127813226,0.160261,0.0961175794557535,0.1348314606741573,0.108356710697334,527
1659,1068,0.09835586696863174,0.0,457,269.4169925495096,0.237667,0.18564884097847212,0.22535211267605637,0.297341840589289,457
1659,1095,0.09740568697452545,0.0,631,387.01229747795367,0.234597,0.1396102509994377,0.17500000000000004,0.870354930051074,631
1659,1096,0.37805095314979553,0.9999999998223106,228,1.1907197450964942e-10,0.429505,0.4867072561442105,0.45508982035928147,0.310111818840978,228
1659,1121,0.24680137634277344,0.9832653889779152,95,0.013116542234117151,0.518461,0.587422173084859,0.5961538461538461,0.290491540051596,95
1659,1196,0.018647057935595512,0.0,384,611.2781853558839,0.100348,0.05842599388183223,0.11111111111111116,0.751231974727781,384
1659,1201,0.21382062137126923,0.0,404,50.13966356703979,0.370543,0.3333553437441007,0.3137254901960784,0.124855723354933,404
1659,1202,0.3526080548763275,0.9999999999813197,245,1.244926384210676e-11,0.621817,0.6119234073259952,0.5641025641025641,0.0994972420928063,245
1659,1205,0.2154715210199356,0.999528558870008,96,0.0003326144907560023,0.663126,0.7715067605878859,0.8070175438596492,0.0296546976024914,96
1659,1219,0.01057966984808445,0.0,1404,709.782712893384,0.115905,0.01234538959639253,0.027027027027026973,0.100185558930212,1404
1659,1227,0.010804948396980762,0.0,1160,709.782712893384,0.086352,0.011580811786774059,0.023809523809523836,0.566660483481041,1160
1659,1254,0.20997224748134613,2.3225021772432797e-07,243,14.923865913605443,0.478654,0.5319736093179579,0.5633802816901409,0.852428753757008,243
1659,1264,0.3503647446632385,0.9997757791650306,303,0.00018164749738861766,0.491739,0.4988764731607209,0.4586466165413534,0.11423459231963,303
1659,1270,0.008090123534202576,0.0,86,205.8945561632229,0.339233,0.3100180230612404,0.2857142857142857,0.441454153333755,86
1659,1272,0.06228334829211235,0.0,560,468.3125227583416,0.162519,0.09370622939586226,0.06944444444444442,0.367732712176664,560
1659,1274,0.00881581287831068,0.0,309,709.782712893384,0.238251,0.19482418993228912,0.1428571428571429,0.141837247829399,309
1659,1287,0.01095531228929758,0.0,180,424.8824968265325,0.323359,0.3170240850967858,0.1428571428571429,0.440762169886127,180
1659,1288,0.052219681441783905,0.0,114,92.92637472905172,0.405818,0.4391365451953506,0.18518518518518523,0.1611189025875,114
1659,1504,0.09623078256845474,0.4885999559290095,15,0.5276096167199064,0.689317,0.7475885514265573,0.6458333333333333,0.921742935698694,15
1659,1507,0.0540817491710186,0.0,432,218.22328153235307,0.0722705,0.03508587342290803,0.08227848101265822,0.767317911176941,432
1659,1516,0.0232048649340868,0.0,342,608.5196639005175,0.233441,0.20134335354987853,0.11764705882352944,0.538499796506359,342
1659,1518,0.22600185871124268,0.007419052854741759,204,4.707023110774437,0.490967,0.5686398429725414,0.48,0.102820763582177,204
1659,1530,0.08724731206893921,0.0,231,138.10160273060802,0.377042,0.41965298355373226,0.45945945945945943,0.0105777085260731,231
1659,1531,0.04746517166495323,0.0,132,110.6265469212343,0.53429,0.6325263390214003,0.6666666666666667,0.194857935824733,132
1659,1532,0.013665257021784782,0.0,668,709.782712893384,0.143817,0.06031925387110104,0.0,0.361945139054022,668
1659,1536,0.03655272722244263,0.0,445,600.354180986515,0.193678,0.13948692171757426,0.12121212121212122,0.006375968483693,445
1659,1542,0.15865714848041534,0.0,860,257.7264048750159,0.32389,0.13435880875216122,0.15384615384615385,0.722955611260162,860
1659,1548,0.2897561192512512,0.9754161112527193,217,0.02122322030075167,0.542259,0.6033016101084643,0.6043956043956045,0.51699011010132,217
1659,1557,0.00863828044384718,0.0,176,398.1700970097337,0.129024,0.10810875867268721,0.1428571428571429,0.249618755827534,176
1659,1558,0.044129304587841034,0.0,199,207.74037730125113,0.228895,0.2256095264668555,0.19444444444444442,0.302085009491531,199
1659,1559,0.015730837360024452,0.0,277,524.5645082665023,0.145522,0.11535605817391748,0.09999999999999998,0.707010527399064,277
1659,1560,0.12537336349487305,0.0,212,56.65351527879124,0.505378,0.5860976174490198,0.6052631578947368,0.0146714142546748,212
1659,1562,0.023989427834749222,0.0,154,224.01539078965826,0.616175,0.6631015730953097,0.7142857142857143,0.939428453637642,154
1659,1563,0.032588712871074677,0.0,427,660.6556543390165,0.255757,0.21350532109957165,0.2857142857142857,0.759439529931634,427
1659,1565,0.029415981844067574,0.0,785,709.782712893384,0.204577,0.09377317439407395,0.06666666666666665,0.111271210818795,785
1659,1567,0.09702729433774948,0.0,230,114.91843438909389,0.426541,0.4899118332645781,0.5142857142857142,0.488256765244265,230
1659,1568,0.007050149142742157,0.0,81,206.05758034563124,0.503062,0.4993705953461143,0.5,0.755372383821825,81
1659,1569,0.03409827873110771,0.0,189,251.9832467158929,0.348251,0.38423909204202233,0.4117647058823529,0.92235019289817,189
1659,1570,0.022472577169537544,0.0,224,359.26431646172483,0.187652,0.16570063818709502,0.08695652173913049,0.285026656283814,224
1659,1571,0.06746792793273926,0.0,241,184.11823535033326,0.245794,0.2427515941102094,0.22916666666666663,0.426226684977824,241
1659,1573,0.18495121598243713,0.0,788,189.42690043030026,0.391505,0.19194948675473844,0.1709401709401709,0.194900014509716,788
1659,1575,0.017785096541047096,0.0,1017,709.782712893384,0.190694,0.06110903788404598,0.0,0.753412796039061,1017
1659,1577,0.01716301403939724,0.0,193,373.3556320894578,0.484508,0.5533260440011287,0.5,0.0396734166040359,193
1659,1578,0.027261296287178993,0.0,116,141.41619888626295,0.62741,0.6959905631078943,0.375,0.435843350559781,116
1659,1579,0.07484298944473267,0.0,337,273.95931527107507,0.35844,0.3683226995591292,0.34375,0.860347969949661,337
1659,1580,0.02184949815273285,9.908407427872135e-12,39,24.029635011545814,0.830235,0.911596092569245,0.6,0.363350916990266,39
1659,1590,0.01282274816185236,0.0,524,709.782712893384,0.13634,0.07203219806527761,0.11111111111111116,0.85754846903813,524
1659,1591,0.1319553107023239,0.0,178,40.276992852646835,0.468276,0.556441998604615,0.5111111111111111,0.469532262948822,178
1659,1598,0.11463198810815811,0.0,432,228.81121070089011,0.364585,0.32392831548268275,0.2692307692307693,0.458634883523629,432
1659,1609,0.031675949692726135,0.0,258,353.86920390120434,0.204018,0.18351710409347866,0.2142857142857143,0.668296476705704,258
1659,1610,0.0086774080991745,0.0,723,709.782712893384,0.129163,0.04871868168120619,0.0714285714285714,0.891555089214457,723
1659,1614,0.04501351714134216,0.0,649,709.782712893384,0.225392,0.13437338524602482,0.10810810810810811,0.3996020116227,649
1659,1615,0.00700024887919426,0.0,418,709.782712893384,0.146147,0.08745814629331883,0.0,0.094453022680768,418
1659,1618,0.014786796644330025,0.0,406,709.782712893384,0.2876,0.2378912589831419,0.2222222222222222,0.44589143111839,406
1659,1620,0.0063603101298213005,0.0,238,665.2656806722048,0.183091,0.14657418794549737,0.1428571428571429,0.207611872589462,238
1659,1625,0.04865972697734833,0.0,212,222.1168676737063,0.387014,0.44358040981834157,0.5,0.579548911753185,212
1659,1630,0.03663308545947075,0.0,130,133.1868849910644,0.565167,0.662429236076558,0.5454545454545454,0.651419941389048,130
1659,1631,0.0063065700232982635,0.0,544,709.782712893384,0.129864,0.06414131287635882,0.0,0.527248103377899,544
1659,1633,0.005126931704580784,0.0,1071,709.782712893384,0.0649904,0.008809070886900305,0.0,0.667004783310928,1071
