source,target,df_alpha,gloss_alpha,global_score,lans_alpha,ecm_alpha,nc_alpha,mlf_score,weight,pf_alpha
128,1897,0.4666666666666667,0.0210952,8,0.0,0.0036015398800373077,4.313216450668733e-12,22.50737887976796,8,0.369427479526062
128,2051,0.29871832492602945,0.263229,61,0.25,0.008272005245089531,0.0,131.80567393717715,61,0.131062799568628
128,2052,0.27854938271604945,0.320603,85,0.0,0.006034628488123417,0.0,211.5804781259032,85,0.0161987267867033
128,1999,0.3043731672161796,0.40545,80,0.19999999999999996,0.011432191357016563,0.0,152.84933035686717,80,0.227249347022434
128,927,0.603659908123137,0.593804,111,0.47619047619047616,0.12628789246082306,1.0902188170014426e-06,13.229261490184724,111,0.661655266321805
128,990,0.2926632625638269,0.178609,28,0.0,0.004991334863007069,0.0,70.45992503931416,28,0.681192462503344
128,2702,0.18367346938775497,0.0675768,36,0.0,0.0037871513050049543,0.0,97.64032906709686,36,0.640427497931746
128,2252,0.8683134321331869,0.961132,4,0.5,0.018402813002467155,0.012159856960656135,3.0444284873734557,4,0.20989658508668
128,1407,0.8214050438400379,0.693484,11,0.7142857142857143,0.03636404126882553,0.00804717407259603,3.950402794055844,11,0.496444107374702
128,1410,0.782292185043772,0.743793,13,0.6363636363636364,0.05617494881153107,0.04325068101078444,2.5475156641041647,13,0.55201258616246
128,2044,0.7275086505190311,0.944245,5,0.6666666666666667,0.010039415210485458,1.8639260776276423e-05,8.441508852831632,5,0.785821469966083
134,110,0.14521856360086882,0.150552,156,0.18181818181818177,0.003932556603103876,0.0,559.1391774226237,156,0.774137613978515
134,157,0.30096363457693676,0.155993,601,0.09090909090909094,0.0655166506767273,0.0,611.2765896764125,601,0.83922873390962
134,118,0.034319448274652276,0.105891,135,0.0,0.000968814711086452,0.0,604.3996765640287,135,0.430614381437058
134,150,0.43469679395584926,0.271801,344,0.2727272727272727,0.048687227070331573,0.0,445.28420604380256,344,0.138153906494384
134,69,0.23809523809523814,0.231516,16,0.0,0.0008555127424187958,0.0,82.66594704187179,16,0.72988797410449
134,103,0.9379362685593169,1.0,20,0.0,0.0007375784916803241,0.0,108.2935772849723,20,0.340238161616451
134,123,0.019218066690962265,0.0273644,41,0.0,0.0005230981041677296,0.0,207.062792332327,41,0.877046661131646
134,133,0.9349314409766022,1.0,21,0.0,0.0007415279978886247,0.0,113.6114944250058,21,0.308844145742259
134,139,0.5310687143464942,0.52418,122,0.5909090909090908,0.009097234345972538,0.0,337.57717470789606,122,0.0790599947712917
134,146,0.49276502925842547,0.407927,384,0.2272727272727273,0.002272470621392131,0.0,709.782712893384,384,0.565203197234835
134,2048,0.12182218800671574,0.182725,59,0.0,0.0012872533407062292,0.0,274.99936333033384,59,0.700943844716106
134,574,0.5199370917539563,0.32662,275,0.31818181818181823,0.26092782616615295,0.0,70.2023678379414,275,0.220104648795392
134,647,0.503950227300938,0.267165,400,0.18181818181818177,0.16493822634220123,0.0,170.0197331275214,400,0.110806063733612
134,682,0.7790512718965303,0.598515,127,0.5454545454545454,0.32118523120880127,0.14200375070675564,1.8126597869029744,127,0.0952916402835909
134,691,0.44985925648905734,0.215752,500,0.13636363636363635,0.18450921773910522,0.0,163.78427414411593,500,0.281039992366208
134,1862,0.5,0.705533,5,0.0,0.0012713728938251734,5.5067062021407764e-14,24.749305528343385,5,0.8079288487976
134,117,0.8464454227785126,0.893925,2,0.5,0.005593862384557724,5.0888288155248596e-05,6.100570571151531,2,0.216493616678158
138,150,0.7544030083690659,0.478462,117,0.33333333333333337,0.006419466342777014,0.0,372.5928885176816,117,0.654314357987353
139,157,0.6479743394414949,0.299414,218,0.11111111111111116,0.053527917712926865,0.0,298.7766969306594,218,0.422206269695734
139,150,0.4564410698578609,0.166585,324,0.0,0.010259510949254036,0.0,709.782712893384,324,0.792996319683012
139,574,0.6772408934322399,0.385458,164,0.4444444444444444,0.1353381872177124,0.0,145.67827712830626,164,0.423889772350884
139,647,0.7017585291357045,0.317081,207,0.33333333333333337,0.08094967901706696,0.0,207.6424877264027,207,0.216494406963689
139,682,0.8663606521817782,0.684846,73,0.8888888888888888,0.14435629546642303,7.008837954458613e-13,27.018496600969264,73,0.665991663299463
139,691,0.7084805115454061,0.306874,216,0.2222222222222222,0.12464302033185959,0.0,158.4127065279381,216,3.50199338978355e-05
140,150,0.8909797023423781,0.490541,48,0.19999999999999996,0.013096597045660019,0.0,118.86202464886622,48,0.497319467673125
