source,target,weight,mlf_score
697,661,1352,709.782712893384
94,554,1350,709.782712893384
1187,1189,1349,709.782712893384
94,134,1333,709.782712893384
506,608,1331,709.782712893384
733,952,1327,709.782712893384
506,559,1326,709.782712893384
741,569,1320,709.782712893384
965,952,1314,709.782712893384
132,1187,1312,709.782712893384
552,661,1307,709.782712893384
663,542,1299,709.782712893384
700,929,1297,709.782712893384
981,565,1293,709.782712893384
733,971,1292,709.782712893384
150,663,1291,709.782712893384
700,695,1290,709.782712893384
1187,735,1284,709.782712893384
597,632,1283,709.782712893384
591,2194,1280,709.782712893384
625,984,1273,709.782712893384
738,618,1272,709.782712893384
682,2191,1268,709.782712893384
591,2191,1266,709.782712893384
736,726,1262,709.782712893384
725,528,1260,709.782712893384
739,611,1253,709.782712893384
691,685,1252,709.782712893384
708,929,1245,709.782712893384
700,520,1239,709.782712893384
591,2189,1236,709.782712893384
554,671,1236,709.782712893384
579,966,1226,709.782712893384
981,739,1225,709.782712893384
981,718,1217,709.782712893384
700,2191,1216,709.782712893384
88,157,1209,709.782712893384
682,520,1208,709.782712893384
575,712,1205,709.782712893384
565,597,1205,709.782712893384
571,546,1200,709.782712893384
708,618,1198,709.782712893384
730,690,1196,709.782712893384
625,688,1190,709.782712893384
514,695,1189,709.782712893384
647,578,1185,709.782712893384
552,548,1180,709.782712893384
554,2182,1180,709.782712893384
571,709,1180,709.782712893384
697,665,1179,709.782712893384
700,1005,1170,709.782712893384
1189,737,1166,709.782712893384
132,150,1164,709.782712893384
571,642,1164,709.782712893384
529,984,1156,709.782712893384
554,2067,1156,709.782712893384
571,496,1148,709.782712893384
741,542,1147,709.782712893384
529,929,1132,709.782712893384
53,94,1127,709.782712893384
697,1189,1126,709.782712893384
53,150,1122,709.782712893384
574,664,1116,709.782712893384
529,723,1115,709.782712893384
651,2186,1115,709.782712893384
702,1183,1107,709.782712893384
647,966,1100,709.782712893384
691,971,1100,709.782712893384
571,2186,1089,709.782712893384
591,987,1085,709.782712893384
685,579,1082,709.782712893384
157,984,1073,709.782712893384
579,688,1071,709.782712893384
510,737,1068,709.782712893384
539,653,1065,709.782712893384
1189,725,1059,709.782712893384
673,612,1057,709.782712893384
700,1894,1057,709.782712893384
597,720,1054,709.782712893384
150,77,1053,709.782712893384
1189,735,1052,709.782712893384
529,685,1051,709.782712893384
571,667,1050,709.782712893384
539,488,1048,709.782712893384
648,717,1046,709.782712893384
682,712,1044,709.782712893384
514,724,1043,709.782712893384
651,592,1035,709.782712893384
529,542,1031,709.782712893384
981,978,1029,709.782712893384
647,537,1027,709.782712893384
94,157,1025,709.782712893384
730,1183,1023,709.782712893384
685,651,1018,709.782712893384
730,1161,1016,709.782712893384
579,546,1016,709.782712893384
574,680,1013,709.782712893384
663,569,1013,709.782712893384
645,1005,1012,709.782712893384
539,520,1012,709.782712893384
702,1184,1006,709.782712893384
575,549,998,709.782712893384
733,1184,993,709.782712893384
691,541,990,709.782712893384
691,546,983,709.782712893384
697,712,978,709.782712893384
691,671,974,709.782712893384
132,738,971,709.782712893384
597,714,965,709.782712893384
514,1417,961,709.782712893384
627,690,960,709.782712893384
702,2189,957,709.782712893384
552,498,957,709.782712893384
571,740,956,709.782712893384
571,2193,955,709.782712893384
974,735,947,709.782712893384
645,687,945,709.782712893384
738,965,944,709.782712893384
682,1161,930,709.782712893384
665,690,929,709.782712893384
597,613,926,709.782712893384
575,546,924,709.782712893384
527,714,923,709.782712893384
153,733,919,709.782712893384
565,611,909,709.782712893384
574,622,898,709.782712893384
627,2183,893,709.782712893384
730,652,891,709.782712893384
661,488,889,709.782712893384
682,537,888,709.782712893384
724,714,886,709.782712893384
128,127,884,709.782712893384
527,726,883,709.782712893384
665,722,878,709.782712893384
132,53,873,709.782712893384
651,650,869,709.782712893384
128,1894,868,709.782712893384
506,598,868,709.782712893384
128,102,865,709.782712893384
663,598,860,709.782712893384
579,541,858,709.782712893384
132,153,853,709.782712893384
663,664,852,709.782712893384
618,568,852,709.782712893384
1184,725,850,709.782712893384
741,619,849,709.782712893384
506,512,846,709.782712893384
651,541,846,709.782712893384
575,2177,842,709.782712893384
