source,target,weight,nc_alpha
992,1366,455,0.0
155,77,454,0.0
700,541,454,0.0
1642,1638,454,0.0
193,264,453,0.0
225,1264,453,0.0
280,1790,453,0.0
574,1184,453,0.0
810,904,453,0.0
875,1441,453,0.0
904,451,453,0.0
682,513,453,0.0
981,979,453,0.0
1530,1642,453,0.0
1778,1773,453,0.0
1706,1730,453,0.0
1796,1770,453,0.0
273,776,452,0.0
280,468,452,0.0
893,206,452,0.0
893,838,452,0.0
208,757,452,0.0
575,939,452,0.0
702,538,452,0.0
365,752,451,0.0
591,1392,451,0.0
625,611,451,0.0
210,856,451,0.0
981,976,451,0.0
1254,1234,451,0.0
431,434,451,0.0
204,868,450,0.0
893,1121,450,0.0
1752,1656,450,0.0
1833,1810,450,0.0
952,982,450,0.0
1812,1773,450,0.0
1733,1806,449,0.0
246,864,449,0.0
259,1108,449,0.0
208,894,449,0.0
575,577,449,0.0
506,692,449,0.0
286,860,449,0.0
1096,1579,449,0.0
568,726,449,0.0
966,938,449,0.0
1788,1812,449,0.0
625,1422,448,0.0
691,549,448,0.0
1201,1575,448,0.0
236,333,448,0.0
529,664,447,0.0
758,841,447,0.0
1272,1068,447,0.0
1659,1656,446,0.0
529,289,446,0.0
574,710,446,0.0
647,593,446,0.0
554,607,446,0.0
565,720,446,0.0
1659,1536,445,0.0
204,201,445,0.0
806,905,445,0.0
904,205,445,0.0
506,568,445,0.0
1808,1825,445,0.0
1833,1761,445,0.0
1614,1640,445,0.0
645,368,444,0.0
809,864,444,0.0
1227,1591,444,0.0
308,757,443,0.0
691,540,443,0.0
736,689,443,0.0
765,1371,443,0.0
1706,1672,443,0.0
203,749,442,0.0
575,985,442,0.0
506,527,442,0.0
1734,1227,442,0.0
1666,1681,441,0.0
203,771,441,0.0
856,1096,441,0.0
858,841,441,0.0
1306,1301,441,0.0
280,749,440,0.0
591,695,440,0.0
758,1092,440,0.0
905,202,440,0.0
875,211,439,0.0
257,774,438,0.0
647,722,438,0.0
1096,1093,438,0.0
781,211,438,0.0
1347,1342,438,0.0
1560,1563,438,0.0
292,924,437,0.0
904,1752,437,0.0
575,586,437,0.0
682,2194,437,0.0
506,613,437,0.0
1254,1221,437,0.0
647,559,436,0.0
691,537,436,0.0
506,520,436,0.0
673,1417,436,0.0
1734,1796,436,0.0
1548,2555,436,0.0
568,620,436,0.0
575,971,435,0.0
965,510,435,0.0
1096,1054,435,0.0
1668,1727,434,0.0
301,365,434,0.0
769,762,434,0.0
1093,1653,434,0.0
1625,1610,434,0.0
810,765,433,0.0
201,763,433,0.0
1752,1614,433,0.0
1659,1507,432,0.0
1659,1598,432,0.0
1733,1579,432,0.0
597,741,432,0.0
1053,1563,432,0.0
1825,1740,432,0.0
1727,1614,432,0.0
203,838,431,0.0
682,2189,431,0.0
579,2194,431,0.0
736,593,431,0.0
1205,1809,431,0.0
1759,1786,431,0.0
246,847,430,0.0
645,1378,430,0.0
150,712,430,0.0
758,773,430,0.0
1272,1706,430,0.0
1734,1769,430,0.0
1806,1827,430,0.0
1666,1937,429,0.0
1059,1068,429,0.0
1536,1538,429,0.0
201,838,428,0.0
807,885,428,0.0
1201,1573,428,0.0
1456,1482,428,0.0
1666,1659,427,0.0
1659,1563,427,0.0
529,718,427,0.0
645,995,427,0.0
806,331,427,0.0
506,729,427,0.0
1752,1096,427,0.0
1752,1762,427,0.0
565,2194,427,0.0
992,1005,427,0.0
1844,1843,427,0.0
1773,1847,427,0.0
199,769,426,0.0
209,749,426,0.0
648,488,426,0.0
1844,1812,426,0.0
259,752,425,0.0
203,757,425,0.0
579,536,425,0.0
797,864,425,0.0
800,295,425,0.0
1096,377,425,0.0
236,878,425,0.0
1659,1753,424,0.0
733,632,424,0.0
981,939,424,0.0
864,1494,424,0.0
1268,1269,424,0.0
1740,1851,424,0.0
292,1121,423,0.0
625,932,423,0.0
209,869,423,0.0
150,47,423,0.0
1752,1261,423,0.0
1260,1266,423,0.0
208,333,422,0.0
813,856,422,0.0
1053,1567,422,0.0
1733,1676,421,0.0
199,749,421,0.0
237,1121,421,0.0
150,88,421,0.0
575,2194,421,0.0
648,505,421,0.0
648,1184,421,0.0
697,687,421,0.0
1542,1801,421,0.0
1734,1809,421,0.0
431,432,421,0.0
1303,1346,421,0.0
280,860,420,0.0
132,1272,420,0.0
647,665,420,0.0
648,1183,420,0.0
1201,1272,420,0.0
1752,1575,420,0.0
1518,1550,420,0.0
1806,1778,420,0.0
1805,1770,420,0.0
645,1417,419,0.0
730,2264,419,0.0
102,94,419,0.0
799,2287,419,0.0
697,681,419,0.0
1323,1341,419,0.0
1598,1196,419,0.0
1833,1740,419,0.0
510,568,419,0.0
687,538,419,0.0
1261,1208,419,0.0
1816,1769,419,0.0
1659,1615,418,0.0
237,368,418,0.0
868,864,418,0.0
292,308,417,0.0
574,735,417,0.0
691,720,417,0.0
1808,1530,417,0.0
286,857,417,0.0
921,894,417,0.0
1833,1844,417,0.0
199,841,416,0.0
225,1734,416,0.0
237,1064,416,0.0
575,526,416,0.0
858,340,416,0.0
1808,2421,416,0.0
894,1435,416,0.0
1788,1786,416,0.0
1788,1821,416,0.0
365,1508,415,0.0
209,295,415,0.0
554,548,415,0.0
758,332,415,0.0
799,864,415,0.0
1323,1306,415,0.0
1526,1563,415,0.0
1642,1617,415,0.0
1733,1825,414,0.0
199,1530,414,0.0
237,757,414,0.0
259,301,414,0.0
574,527,414,0.0
806,749,414,0.0
691,486,414,0.0
702,586,414,0.0
579,566,414,0.0
1734,865,414,0.0
1096,1552,414,0.0
1366,1374,414,0.0
1591,1219,414,0.0
25,204,413,0.0
365,924,413,0.0
627,564,413,0.0
554,527,413,0.0
1759,1769,413,0.0
591,102,412,0.0
847,1082,412,0.0
258,861,412,0.0
237,744,411,0.0
280,1392,411,0.0
575,688,411,0.0
579,703,411,0.0
1254,1096,411,0.0
1734,1770,411,0.0
1752,1609,411,0.0
1809,1847,411,0.0
365,326,410,0.0
758,206,410,0.0
1187,1208,410,0.0
1734,1845,410,0.0
1573,1196,410,0.0
246,893,409,0.0
259,1321,409,0.0
806,862,409,0.0
209,809,409,0.0
697,735,409,0.0
1618,1640,409,0.0
331,326,408,0.0
1642,1796,408,0.0
1740,1735,408,0.0
1659,1727,407,0.0
1668,1733,407,0.0
237,291,407,0.0
237,461,407,0.0
259,781,407,0.0
273,860,407,0.0
150,974,407,0.0
682,2247,407,0.0
691,723,407,0.0
506,628,407,0.0
800,1507,407,0.0
858,1205,407,0.0
885,757,407,0.0
1734,2421,407,0.0
539,613,407,0.0
236,343,407,0.0
1659,1618,406,0.0
529,2069,406,0.0
591,77,406,0.0
730,559,406,0.0
893,752,406,0.0
1187,1706,406,0.0
1833,1829,406,0.0
365,294,405,0.0
208,924,405,0.0
575,667,405,0.0
691,642,405,0.0
554,630,405,0.0
1095,1065,405,0.0
1591,1261,405,0.0
1306,1320,405,0.0
1659,1201,404,0.0
365,749,404,0.0
806,1462,404,0.0
1201,1808,404,0.0
1753,1820,404,0.0
193,757,403,0.0
575,932,403,0.0
813,829,403,0.0
340,202,403,0.0
236,1548,403,0.0
1806,1851,403,0.0
1764,1820,403,0.0
157,155,402,0.0
893,816,402,0.0
865,202,402,0.0
769,202,402,0.0
769,770,402,0.0
431,771,402,0.0
591,930,401,0.0
730,88,401,0.0
691,2067,401,0.0
1642,1579,401,0.0
1788,1792,401,0.0
199,224,400,0.0
209,905,400,0.0
132,1184,400,0.0
134,647,400,0.0
847,833,400,0.0
905,908,400,0.0
1653,1796,400,0.0
1642,1640,400,0.0
199,1294,399,0.0
259,1428,399,0.0
758,763,399,0.0
738,735,399,0.0
1272,1064,399,0.0
1808,1764,399,0.0
771,890,399,0.0
199,77,398,0.0
204,809,398,0.0
280,1321,398,0.0
554,565,398,0.0
1752,1532,398,0.0
1508,838,398,0.0
1548,1530,398,0.0
1759,1742,398,0.0
199,1435,397,0.0
280,332,397,0.0
665,735,397,0.0
673,2271,397,0.0
1264,1095,397,0.0
765,431,397,0.0
193,445,396,0.0
280,809,396,0.0
645,537,396,0.0
893,1101,396,0.0
1201,1827,396,0.0
1573,1753,396,0.0
894,1082,396,0.0
246,891,395,0.0
806,921,395,0.0
209,1092,395,0.0
766,295,395,0.0
856,264,395,0.0
1752,1573,395,0.0
1392,2522,395,0.0
1093,1109,395,0.0
225,904,394,0.0
259,295,394,0.0
591,127,394,0.0
806,878,394,0.0
77,651,394,0.0
627,1894,394,0.0
554,677,394,0.0
1272,1579,394,0.0
1366,2508,394,0.0
769,1507,394,0.0
157,927,393,0.0
209,875,393,0.0
875,1435,393,0.0
648,2195,393,0.0
1272,1261,393,0.0
865,1462,393,0.0
199,2060,392,0.0
574,665,392,0.0
730,528,392,0.0
203,343,392,0.0
891,1094,392,0.0
847,1101,392,0.0
208,753,391,0.0
891,1068,391,0.0
575,488,391,0.0
702,510,391,0.0
856,776,391,0.0
858,1321,391,0.0
1808,1761,391,0.0
291,904,390,0.0
301,300,390,0.0
807,882,390,0.0
1734,451,390,0.0
725,687,390,0.0
765,1321,390,0.0
864,1456,390,0.0
1101,1559,390,0.0
1598,1595,390,0.0
1653,1615,390,0.0
1659,1769,389,0.0
280,256,389,0.0
574,689,389,0.0
554,995,389,0.0
506,546,389,0.0
1323,1347,389,0.0
952,966,389,0.0
157,685,388,0.0
891,1092,388,0.0
858,851,388,0.0
859,295,388,0.0
1035,1045,388,0.0
246,833,387,0.0
272,763,387,0.0
308,328,387,0.0
904,864,387,0.0
858,771,387,0.0
896,912,387,0.0
905,918,387,0.0
1548,1549,387,0.0
1798,1762,387,0.0
1515,1480,387,0.0
246,201,386,0.0
280,445,386,0.0
201,1508,386,0.0
651,695,386,0.0
193,799,385,0.0
196,885,385,0.0
904,1518,385,0.0
736,559,385,0.0
1542,1532,385,0.0
1205,1268,385,0.0
1653,1565,385,0.0
1764,1786,385,0.0
1659,1196,384,0.0
196,766,384,0.0
574,488,384,0.0
132,974,384,0.0
134,146,384,0.0
758,834,384,0.0
766,1508,384,0.0
1653,1261,384,0.0
1565,1562,384,0.0
904,771,383,0.0
571,739,383,0.0
554,927,383,0.0
1254,1223,383,0.0
555,687,383,0.0
1205,1260,383,0.0
1567,1565,383,0.0
1219,1809,383,0.0
1208,1237,383,0.0
193,841,382,0.0
575,527,382,0.0
554,667,382,0.0
1788,1787,382,0.0
128,77,381,0.0
647,2236,381,0.0
765,258,381,0.0
847,1435,381,0.0
806,431,380,0.0
627,971,380,0.0
665,688,380,0.0
800,258,380,0.0
1542,1567,380,0.0
744,864,380,0.0
574,688,379,0.0
201,749,379,0.0
971,965,379,0.0
1264,1762,379,0.0
1573,1727,379,0.0
1462,1480,379,0.0
225,1205,378,0.0
574,539,378,0.0
893,1323,378,0.0
875,1082,378,0.0
875,1437,378,0.0
1462,2085,378,0.0
893,868,377,0.0
208,1508,377,0.0
627,932,377,0.0
682,1878,377,0.0
651,542,377,0.0
1745,1759,377,0.0
1805,1851,377,0.0
1633,1647,377,0.0
1659,1815,376,0.0
301,308,376,0.0
575,729,376,0.0
554,2183,376,0.0
673,1508,376,0.0
1264,1591,376,0.0
1064,765,376,0.0
468,1573,376,0.0
1759,1815,376,0.0
806,1321,375,0.0
209,1121,375,0.0
627,983,375,0.0
691,1092,375,0.0
1762,1786,375,0.0
193,749,374,0.0
308,365,374,0.0
754,201,374,0.0
150,971,374,0.0
554,632,374,0.0
1095,1642,374,0.0
343,354,374,0.0
1764,1740,374,0.0
591,971,373,0.0
875,1092,373,0.0
875,1201,373,0.0
1264,865,373,0.0
765,434,373,0.0
575,2189,372,0.0
1201,1745,372,0.0
986,765,372,0.0
1323,847,372,0.0
1567,1562,372,0.0
1706,1705,372,0.0
193,208,371,0.0
204,878,371,0.0
893,869,371,0.0
201,873,371,0.0
203,1082,371,0.0
53,981,371,0.0
702,726,371,0.0
1201,1844,371,0.0
1272,1059,371,0.0
1542,1847,371,0.0
1833,1762,371,0.0
365,343,370,0.0
203,747,370,0.0
554,2191,370,0.0
579,512,370,0.0
799,1508,370,0.0
1752,1770,370,0.0
847,924,370,0.0
1053,1108,370,0.0
1205,1261,370,0.0
1268,2419,370,0.0
1656,1657,370,0.0
1571,1577,370,0.0
257,647,369,0.0
554,643,369,0.0
1456,1512,369,0.0
1778,1745,369,0.0
1642,1621,369,0.0
1642,1624,369,0.0
1209,1241,369,0.0
237,838,368,0.0
280,258,368,0.0
893,921,368,0.0
203,341,368,0.0
904,849,368,0.0
575,495,368,0.0
691,608,368,0.0
1059,1070,368,0.0
1833,1764,368,0.0
203,905,367,0.0
575,653,367,0.0
702,722,367,0.0
847,1094,367,0.0
1548,1534,367,0.0
1205,1208,367,0.0
735,538,367,0.0
1753,1769,367,0.0
1759,1807,367,0.0
259,270,366,0.0
591,613,366,0.0
806,884,366,0.0
132,1183,366,0.0
554,729,366,0.0
1254,1226,366,0.0
1752,1805,366,0.0
1323,1321,366,0.0
1093,1569,366,0.0
1268,1230,366,0.0
308,331,365,0.0
754,807,365,0.0
893,859,365,0.0
651,720,365,0.0
766,258,365,0.0
1096,1598,365,0.0
1733,1704,364,0.0
625,665,364,0.0
203,209,364,0.0
527,613,364,0.0
539,741,364,0.0
1462,1475,364,0.0
1205,1269,364,0.0
1294,1303,364,0.0
1825,1784,364,0.0
1571,2572,364,0.0
203,264,363,0.0
208,859,363,0.0
700,739,363,0.0
1323,1311,363,0.0
1598,1653,363,0.0
1806,1825,363,0.0
1008,1542,362,0.0
529,94,362,0.0
574,717,362,0.0
712,733,362,0.0
1121,1093,362,0.0
1219,1269,362,0.0
1625,1614,362,0.0
893,905,361,0.0
627,939,361,0.0
1894,665,361,0.0
506,2191,361,0.0
884,852,361,0.0
1508,890,361,0.0
847,757,361,0.0
1336,1346,361,0.0
108,53,360,0.0
648,527,360,0.0
971,739,360,0.0
1202,1558,360,0.0
1254,1265,360,0.0
1653,1618,360,0.0
1778,1261,360,0.0
1825,1844,360,0.0
272,700,359,0.0
208,209,359,0.0
758,331,359,0.0
856,809,359,0.0
1092,1573,359,0.0
1202,1095,359,0.0
286,431,359,0.0
199,862,358,0.0
204,202,358,0.0
257,663,358,0.0
591,927,358,0.0
210,859,358,0.0
800,890,358,0.0
1272,1283,358,0.0
539,685,358,0.0
1548,1544,358,0.0
202,894,358,0.0
1591,1532,358,0.0
1306,1346,358,0.0
627,1361,357,0.0
813,832,357,0.0
1734,1609,357,0.0
286,211,357,0.0
286,757,357,0.0
1096,264,357,0.0
769,258,357,0.0
841,849,357,0.0
1816,1756,357,0.0
157,995,356,0.0
199,992,356,0.0
893,197,356,0.0
651,692,356,0.0
700,2069,356,0.0
1378,2328,356,0.0
1762,1769,356,0.0
1571,2578,356,0.0
574,632,355,0.0
647,521,355,0.0
691,709,355,0.0
571,714,355,0.0
1808,1770,355,0.0
1323,1303,355,0.0
1366,932,355,0.0
343,368,355,0.0
1812,1786,355,0.0
196,257,354,0.0
259,331,354,0.0
280,1462,354,0.0
365,363,354,0.0
554,692,354,0.0
766,233,354,0.0
807,434,354,0.0
1598,1796,354,0.0
257,856,353,0.0
308,868,353,0.0
673,1303,353,0.0
758,432,353,0.0
1734,1756,353,0.0
1752,1816,353,0.0
1666,1727,352,0.0
1733,1096,352,0.0
292,905,352,0.0
199,1429,352,0.0
1092,1518,352,0.0
683,618,352,0.0
739,582,352,0.0
893,341,351,0.0
682,703,351,0.0
506,985,351,0.0
1254,1222,351,0.0
1095,1573,351,0.0
431,428,351,0.0
1798,1788,351,0.0
193,341,350,0.0
204,776,350,0.0
806,206,350,0.0
132,145,350,0.0
700,630,350,0.0
858,1435,350,0.0
847,744,350,0.0
1227,1268,350,0.0
1321,1335,350,0.0
1303,2468,350,0.0
1788,1777,350,0.0
1809,1816,350,0.0
1793,1845,350,0.0
25,893,349,0.0
199,882,349,0.0
257,280,349,0.0
700,527,349,0.0
461,1053,349,0.0
1518,1559,349,0.0
1227,1269,349,0.0
193,1094,348,0.0
203,752,348,0.0
209,202,348,0.0
691,2184,348,0.0
554,985,348,0.0
858,1094,348,0.0
736,2190,348,0.0
286,774,348,0.0
865,1573,348,0.0
884,771,348,0.0
986,1392,348,0.0
468,1548,348,0.0
1321,1307,348,0.0
372,412,348,0.0
257,878,347,0.0
591,1002,347,0.0
579,539,347,0.0
1808,1788,347,0.0
769,197,347,0.0
847,445,347,0.0
1806,1740,347,0.0
1778,1753,347,0.0
1790,1762,347,0.0
1656,1631,346,0.0
157,1005,345,0.0
193,431,345,0.0
259,451,345,0.0
259,851,345,0.0
627,516,345,0.0
981,1392,345,0.0
554,720,345,0.0
856,1202,345,0.0
851,890,345,0.0
1844,1834,345,0.0
280,1798,344,0.0
150,134,344,0.0
691,643,344,0.0
702,2190,344,0.0
1201,1764,344,0.0
864,1437,344,0.0
1653,1563,344,0.0
193,905,343,0.0
199,246,343,0.0
246,758,343,0.0
965,982,343,0.0
1254,1272,343,0.0
741,510,343,0.0
1508,1573,343,0.0
1806,1790,343,0.0
1659,1516,342,0.0
1659,1655,342,0.0
800,233,342,0.0
858,1121,342,0.0
1264,1609,342,0.0
1734,1806,342,0.0
1197,1199,342,0.0
199,1462,341,0.0
150,109,341,0.0
807,865,341,0.0
965,977,341,0.0
1353,1354,341,0.0
1806,1833,341,0.0
1788,1753,341,0.0
645,184,340,0.0
554,555,340,0.0
766,852,340,0.0
807,884,340,0.0
856,841,340,0.0
1734,1760,340,0.0
1508,833,340,0.0
878,233,340,0.0
1666,1716,339,0.0
645,618,339,0.0
575,502,339,0.0
885,771,339,0.0
1092,1548,339,0.0
1096,1507,339,0.0
301,326,338,0.0
627,966,338,0.0
1752,1764,338,0.0
1227,1219,338,0.0
1659,1579,337,0.0
1733,1542,337,0.0
157,110,337,0.0
193,343,337,0.0
204,1101,337,0.0
806,445,337,0.0
1121,1734,337,0.0
1808,1532,337,0.0
286,258,337,0.0
1205,1180,337,0.0
1825,1745,337,0.0
157,151,336,0.0
204,445,336,0.0
810,884,336,0.0
758,807,336,0.0
800,809,336,0.0
2060,1798,336,0.0
851,837,336,0.0
1653,1647,336,0.0
1798,1851,336,0.0
1807,1845,336,0.0
1666,1676,335,0.0
199,1227,335,0.0
365,905,335,0.0
806,1353,335,0.0
155,663,335,0.0
128,2032,335,0.0
813,809,335,0.0
885,882,335,0.0
1264,1598,335,0.0
1542,1745,335,0.0
884,878,335,0.0
1825,1762,335,0.0
157,985,334,0.0
625,729,334,0.0
648,985,334,0.0
858,1530,334,0.0
1264,1288,334,0.0
539,718,334,0.0
986,930,334,0.0
769,847,334,0.0
1068,1108,334,0.0
1625,1618,334,0.0
1753,1770,334,0.0
204,754,333,0.0
259,272,333,0.0
201,769,333,0.0
201,1082,333,0.0
575,2184,333,0.0
1202,1272,333,0.0
1353,1294,333,0.0
1366,1365,333,0.0
1790,1788,333,0.0
1617,2597,333,0.0
1630,1647,333,0.0
529,537,332,0.0
209,834,332,0.0
891,445,332,0.0
891,813,332,0.0
663,714,332,0.0
506,612,332,0.0
506,622,332,0.0
1202,1219,332,0.0
1254,1205,332,0.0
1808,1227,332,0.0
625,536,331,0.0
754,757,331,0.0
733,538,331,0.0
700,1412,331,0.0
506,709,331,0.0
506,927,331,0.0
461,1642,331,0.0
1093,1516,331,0.0
1573,1609,331,0.0
1456,1428,331,0.0
1653,1579,331,0.0
1790,1764,331,0.0
1706,1677,331,0.0
292,225,330,0.0
193,770,330,0.0
280,1059,330,0.0
280,1441,330,0.0
645,1370,330,0.0
208,858,330,0.0
1567,1536,330,0.0
1306,1316,330,0.0
574,53,329,0.0
806,771,329,0.0
575,975,329,0.0
571,527,329,0.0
1264,1272,329,0.0
1353,1392,329,0.0
259,443,328,0.0
273,365,328,0.0
893,468,328,0.0
758,294,328,0.0
766,205,328,0.0
1202,1806,328,0.0
286,776,328,0.0
1294,1320,328,0.0
193,849,327,0.0
691,2194,327,0.0
758,284,327,0.0
2060,1806,327,0.0
1093,1053,327,0.0
579,665,326,0.0
1187,1161,326,0.0
1272,1284,326,0.0
833,202,326,0.0
1321,1316,326,0.0
1560,2361,326,0.0
1567,1566,326,0.0
1666,1033,325,0.0
199,752,325,0.0
691,1412,325,0.0
868,236,325,0.0
257,754,324,0.0
291,766,324,0.0
150,139,324,0.0
691,628,324,0.0
738,687,324,0.0
1752,1815,324,0.0
984,1321,324,0.0
868,295,324,0.0
1706,1676,324,0.0
365,1121,323,0.0
591,2195,323,0.0
1201,1609,323,0.0
1734,1787,323,0.0
1323,1320,323,0.0
1059,1109,323,0.0
1227,1809,323,0.0
1762,1757,323,0.0
157,1353,322,0.0
204,769,322,0.0
365,838,322,0.0
754,209,322,0.0
904,766,322,0.0
856,781,322,0.0
965,1366,322,0.0
1734,461,322,0.0
1417,2532,322,0.0
196,286,321,0.0
893,200,321,0.0
904,1082,321,0.0
554,547,321,0.0
506,983,321,0.0
758,445,321,0.0
1096,1068,321,0.0
851,836,321,0.0
1778,1825,321,0.0
257,800,320,0.0
574,703,320,0.0
1264,1518,320,0.0
1542,1727,320,0.0
2060,1793,320,0.0
1353,1366,320,0.0
769,756,320,0.0
1548,1540,320,0.0
1456,1469,320,0.0
1798,1575,320,0.0
1035,1667,320,0.0
292,921,319,0.0
529,720,319,0.0
893,443,319,0.0
766,202,319,0.0
813,747,319,0.0
1254,1244,319,0.0
1542,1196,319,0.0
932,936,319,0.0
625,1508,318,0.0
806,816,318,0.0
627,987,318,0.0
1778,1754,318,0.0
1571,1576,318,0.0
554,613,317,0.0
554,685,317,0.0
1033,1040,317,0.0
765,930,317,0.0
1668,1706,316,0.0
196,765,316,0.0
280,929,316,0.0
365,747,316,0.0
645,1358,316,0.0
893,1092,316,0.0
575,2197,316,0.0
1508,1480,316,0.0
1065,1054,316,0.0
1798,1809,316,0.0
1716,2620,316,0.0
1773,1845,316,0.0
204,882,315,0.0
237,860,315,0.0
259,1435,315,0.0
571,650,315,0.0
663,514,315,0.0
1752,1219,315,0.0
1462,1494,315,0.0
1035,1049,315,0.0
246,800,314,0.0
257,1734,314,0.0
259,184,314,0.0
208,869,314,0.0
891,1064,314,0.0
691,664,314,0.0
691,2248,314,0.0
663,665,314,0.0
506,650,314,0.0
1121,1101,314,0.0
1745,1753,314,0.0
1241,1246,314,0.0
1651,1631,314,0.0
204,284,313,0.0
237,332,313,0.0
574,516,313,0.0
904,443,313,0.0
579,995,313,0.0
965,947,313,0.0
1752,1787,313,0.0
2060,1809,313,0.0
286,332,313,0.0
451,1518,313,0.0
539,714,313,0.0
1507,1452,313,0.0
1653,1288,313,0.0
797,774,312,0.0
807,765,312,0.0
1121,1565,312,0.0
1808,1095,312,0.0
1065,1108,312,0.0
280,920,311,0.0
554,612,311,0.0
1121,1205,311,0.0
1752,1801,311,0.0
461,1068,311,0.0
864,1435,311,0.0
372,377,311,0.0
1809,2421,311,0.0
292,431,310,0.0
25,193,310,0.0
259,860,310,0.0
308,924,310,0.0
645,987,310,0.0
150,981,310,0.0
627,1121,310,0.0
506,987,310,0.0
1064,1093,310,0.0
1059,1569,310,0.0
1653,1651,310,0.0
1194,1197,310,0.0
1659,1274,309,0.0
157,50,309,0.0
259,1109,309,0.0
209,851,309,0.0
506,541,309,0.0
506,653,309,0.0
758,760,309,0.0
800,202,309,0.0
813,278,309,0.0
856,258,309,0.0
286,884,309,0.0
765,428,309,0.0
1778,1827,309,0.0
1161,1137,309,0.0
2257,978,309,0.0
591,985,308,0.0
506,1361,308,0.0
673,932,308,0.0
766,797,308,0.0
858,1092,308,0.0
1734,1758,308,0.0
753,202,308,0.0
1790,1742,308,0.0
978,977,308,0.0
1753,1812,308,0.0
199,922,307,0.0
237,445,307,0.0
806,1053,307,0.0
904,1068,307,0.0
506,2069,307,0.0
597,685,307,0.0
673,1294,307,0.0
1306,1345,307,0.0
1764,1809,307,0.0
1759,1793,307,0.0
806,1494,306,0.0
203,809,306,0.0
891,443,306,0.0
691,556,306,0.0
1033,1041,306,0.0
685,600,306,0.0
1180,1208,306,0.0
1745,1812,306,0.0
308,326,305,0.0
203,878,305,0.0
981,972,305,0.0
663,526,305,0.0
554,520,305,0.0
506,496,305,0.0
697,737,305,0.0
1323,1294,305,0.0
257,769,304,0.0
132,2060,304,0.0
554,595,304,0.0
514,539,304,0.0
697,521,304,0.0
1303,1342,304,0.0
1320,1330,304,0.0
199,754,303,0.0
730,594,303,0.0
810,833,303,0.0
691,593,303,0.0
702,665,303,0.0
554,496,303,0.0
1187,1272,303,0.0
1201,1558,303,0.0
1734,1530,303,0.0
1752,1590,303,0.0
884,1323,303,0.0
832,1456,303,0.0
1456,2320,303,0.0
372,376,303,0.0
510,667,303,0.0
157,992,302,0.0
645,934,302,0.0
766,333,302,0.0
813,1094,302,0.0
1187,1182,302,0.0
1254,1240,302,0.0
1064,1060,302,0.0
199,742,301,0.0
806,855,301,0.0
201,846,301,0.0
53,89,301,0.0
700,632,301,0.0
965,2257,301,0.0
1526,1567,301,0.0
687,688,301,0.0
199,1806,300,0.0
301,758,300,0.0
810,905,300,0.0
1808,1754,300,0.0
884,769,300,0.0
1227,1261,300,0.0
1759,1801,300,0.0
1733,1187,299,0.0
157,107,299,0.0
810,896,299,0.0
891,816,299,0.0
575,642,299,0.0
1392,1378,299,0.0
1417,1413,299,0.0
1508,868,299,0.0
1382,1386,299,0.0
248,859,298,0.0
308,333,298,0.0
591,1412,298,0.0
875,868,298,0.0
981,966,298,0.0
451,461,298,0.0
555,722,298,0.0
1548,1543,298,0.0
1745,1851,298,0.0
1801,1754,298,0.0
208,878,297,0.0
554,1002,297,0.0
965,953,297,0.0
236,332,297,0.0
1573,1082,297,0.0
1653,1631,297,0.0
1571,2575,297,0.0
273,868,296,0.0
691,1877,296,0.0
736,714,296,0.0
1202,1609,296,0.0
1254,1212,296,0.0
1542,1798,296,0.0
1734,1793,296,0.0
451,1548,296,0.0
1065,1068,296,0.0
368,864,296,0.0
1798,1770,296,0.0
1798,1784,296,0.0
1733,1699,295,0.0
204,443,295,0.0
259,77,295,0.0
280,757,295,0.0
645,930,295,0.0
201,431,295,0.0
665,642,295,0.0
506,995,295,0.0
885,1306,295,0.0
1798,1748,295,0.0
246,333,294,0.0
257,286,294,0.0
272,591,294,0.0
730,1184,294,0.0
286,341,294,0.0
286,834,294,0.0
984,1294,294,0.0
838,850,294,0.0
1790,1753,294,0.0
193,236,293,0.0
257,767,293,0.0
280,271,293,0.0
904,1205,293,0.0
691,676,293,0.0
443,847,293,0.0
858,202,293,0.0
1542,1625,293,0.0
539,569,293,0.0
864,1475,293,0.0
1068,1071,293,0.0
1598,1585,293,0.0
1778,1851,293,0.0
1825,1753,293,0.0
1825,1790,293,0.0
292,294,292,0.0
806,102,292,0.0
810,333,292,0.0
575,2190,292,0.0
651,612,292,0.0
1187,687,292,0.0
1508,841,292,0.0
847,747,292,0.0
809,794,292,0.0
372,381,292,0.0
1790,1798,292,0.0
157,146,291,0.0
204,834,291,0.0
257,846,291,0.0
280,862,291,0.0
893,882,291,0.0
904,895,291,0.0
575,562,291,0.0
575,668,291,0.0
107,663,291,0.0
579,511,291,0.0
506,2186,291,0.0
1201,1656,291,0.0
1542,1565,291,0.0
1788,1832,291,0.0
280,882,290,0.0
682,738,290,0.0
691,650,290,0.0
929,665,290,0.0
506,511,290,0.0
506,642,290,0.0
506,1412,290,0.0
1752,1653,290,0.0
286,433,290,0.0
1096,1108,290,0.0
1508,224,290,0.0
847,1462,290,0.0
864,2085,290,0.0
1798,1754,290,0.0
1311,1346,290,0.0
1844,2652,290,0.0
199,184,289,0.0
272,340,289,0.0
308,752,289,0.0
365,228,289,0.0
128,797,289,0.0
554,486,289,0.0
506,2193,289,0.0
800,284,289,0.0
1121,1536,289,0.0
1778,1809,289,0.0
199,1428,288,0.0
