source,target,weight,nc_alpha
237,859,818,0.0
237,1096,818,0.0
627,541,818,0.0
651,554,818,0.0
1894,579,818,0.0
199,1323,817,0.0
765,744,817,0.0
1733,1681,816,0.0
1733,1730,816,0.0
647,984,816,0.0
506,986,816,0.0
199,838,815,0.0
280,1096,815,0.0
1894,632,815,0.0
308,833,814,0.0
1752,1706,814,0.0
691,632,813,0.0
2060,1812,813,0.0
813,847,812,0.0
204,1450,811,0.0
904,627,810,0.0
286,1095,810,0.0
663,700,809,0.0
1734,847,809,0.0
1752,1806,808,0.0
885,1096,807,0.0
1205,1642,807,0.0
1208,1234,807,0.0
645,989,806,0.0
506,718,805,0.0
1518,1567,805,0.0
766,864,804,0.0
736,688,804,0.0
193,461,803,0.0
645,652,803,0.0
157,237,802,0.0
575,564,802,0.0
691,340,802,0.0
929,579,802,0.0
697,652,802,0.0
891,1456,801,0.0
648,865,801,0.0
758,368,801,0.0
259,744,800,0.0
665,2190,800,0.0
1202,1706,800,0.0
1808,1851,800,0.0
730,132,799,0.0
733,1254,799,0.0
885,833,799,0.0
529,539,798,0.0
209,865,797,0.0
1734,1788,796,0.0
1033,1727,795,0.0
673,885,794,0.0
1183,735,794,0.0
199,1068,793,0.0
625,726,793,0.0
799,286,793,0.0
648,2182,792,0.0
929,552,792,0.0
128,651,791,0.0
575,958,791,0.0
1201,1202,791,0.0
1264,765,791,0.0
1727,1730,791,0.0
1808,1548,790,0.0
1659,1573,788,0.0
157,813,788,0.0
875,1202,788,0.0
132,971,788,0.0
702,725,788,0.0
591,680,787,0.0
209,236,787,0.0
891,890,787,0.0
273,878,786,0.0
365,295,786,0.0
806,841,786,0.0
856,1456,786,0.0
1573,1825,786,0.0
1575,1577,786,0.0
1659,1565,785,0.0
579,1005,784,0.0
280,461,783,0.0
237,904,782,0.0
308,591,782,0.0
1734,1778,782,0.0
565,661,782,0.0
529,930,781,0.0
554,689,781,0.0
1205,1591,781,0.0
1659,1764,780,0.0
292,833,780,0.0
259,1560,780,0.0
1633,1656,780,0.0
591,1518,779,0.0
209,799,779,0.0
1184,1187,779,0.0
157,856,778,0.0
904,1095,778,0.0
1184,735,778,0.0
193,838,776,0.0
209,890,776,0.0
506,1323,776,0.0
858,1264,776,0.0
697,727,776,0.0
565,724,776,0.0
157,89,775,0.0
88,648,775,0.0
157,1201,774,0.0
627,1323,774,0.0
1548,1526,774,0.0
1653,1656,774,0.0
259,799,773,0.0
280,368,773,0.0
893,890,773,0.0
210,858,773,0.0
733,559,772,0.0
208,286,771,0.0
539,611,771,0.0
765,1573,771,0.0
730,737,770,0.0
1659,1798,769,0.0
810,885,769,0.0
259,763,768,0.0
259,1567,768,0.0
1201,1778,768,0.0
1366,1371,768,0.0
1825,1845,768,0.0
765,1450,767,0.0
625,1187,766,0.0
1264,1642,766,0.0
1706,1727,766,0.0
904,1653,765,0.0
1806,1773,765,0.0
645,1121,764,0.0
1798,1579,763,0.0
225,875,761,0.0
280,744,761,0.0
591,1894,761,0.0
1202,1809,761,0.0
237,308,760,0.0
758,1450,760,0.0
201,833,758,0.0
209,744,758,0.0
1573,1796,758,0.0
273,813,757,0.0
203,869,757,0.0
875,461,757,0.0
199,1598,755,0.0
858,1294,755,0.0
1187,1808,755,0.0
539,1005,755,0.0
965,978,754,0.0
736,974,754,0.0
1202,735,754,0.0
1096,1706,753,0.0
1573,1764,753,0.0
736,1161,752,0.0
1752,1778,751,0.0
1518,1565,751,0.0
673,1371,750,0.0
579,1202,749,0.0
769,757,749,0.0
682,723,748,0.0
1666,1201,747,0.0
461,1064,747,0.0
904,286,746,0.0
591,986,745,0.0
647,549,745,0.0
259,1294,744,0.0
209,859,744,0.0
648,628,744,0.0
691,987,744,0.0
700,685,744,0.0
1189,687,744,0.0
1254,1241,744,0.0
667,726,744,0.0
554,2177,743,0.0
225,1808,742,0.0
856,236,742,0.0
199,757,741,0.0
203,673,741,0.0
565,643,741,0.0
259,747,740,0.0
259,924,740,0.0
574,542,739,0.0
647,2194,739,0.0
1518,1059,738,0.0
800,343,737,0.0
1653,1630,737,0.0
201,1096,736,0.0
1093,1573,736,0.0
1183,1187,735,0.0
1706,1681,735,0.0
891,1095,734,0.0
765,333,734,0.0
1598,1590,733,0.0
875,1548,732,0.0
797,286,732,0.0
94,579,731,0.0
1798,1740,731,0.0
858,1202,730,0.0
885,1323,730,0.0
736,2189,730,0.0
565,680,730,0.0
203,924,729,0.0
1059,1060,729,0.0
1844,1841,729,0.0
1456,1437,728,0.0
647,598,727,0.0
199,921,726,0.0
273,810,726,0.0
700,1422,726,0.0
673,520,726,0.0
618,653,726,0.0
893,333,725,0.0
259,1530,724,0.0
1659,1610,723,0.0
806,1092,723,0.0
648,1033,723,0.0
800,1456,723,0.0
1806,1759,723,0.0
365,1096,722,0.0
1734,1847,722,0.0
286,781,722,0.0
806,753,721,0.0
691,527,721,0.0
885,1450,721,0.0
858,258,720,0.0
1187,1202,720,0.0
1456,1477,720,0.0
981,663,719,0.0
575,685,718,0.0
575,1294,718,0.0
554,535,718,0.0
800,236,718,0.0
1734,1825,718,0.0
1456,2304,718,0.0
929,539,717,0.0
308,203,716,0.0
1573,1205,716,0.0
952,977,716,0.0
625,986,715,0.0
691,2186,715,0.0
506,1294,715,0.0
1353,765,715,0.0
1094,1101,715,0.0
308,875,713,0.0
575,984,713,0.0
506,593,713,0.0
597,511,713,0.0
708,718,713,0.0
280,868,712,0.0
201,856,712,0.0
1734,1591,712,0.0
204,965,711,0.0
597,650,711,0.0
1187,1264,711,0.0
1659,758,710,0.0
691,555,710,0.0
1808,1591,710,0.0
1579,2578,710,0.0
625,987,708,0.0
806,468,708,0.0
1573,1575,708,0.0
506,1422,707,0.0
1366,1370,707,0.0
1575,1571,707,0.0
237,865,706,0.0
645,488,706,0.0
645,1353,706,0.0
132,88,706,0.0
627,559,706,0.0
702,736,706,0.0
506,632,705,0.0
758,205,705,0.0
1752,1788,705,0.0
618,548,705,0.0
529,491,704,0.0
591,847,704,0.0
627,622,704,0.0
758,765,704,0.0
1033,1202,704,0.0
981,947,703,0.0
506,695,703,0.0
529,652,702,0.0
529,1422,701,0.0
627,712,701,0.0
193,273,700,0.0
273,201,700,0.0
806,929,700,0.0
203,769,700,0.0
292,810,699,0.0
529,927,699,0.0
730,735,699,0.0
682,1202,699,0.0
340,847,699,0.0
1790,1812,699,0.0
272,858,698,0.0
365,236,698,0.0
875,771,698,0.0
648,588,698,0.0
565,683,698,0.0
700,885,697,0.0
856,865,697,0.0
579,1323,696,0.0
765,295,696,0.0
691,511,695,0.0
579,692,695,0.0
506,720,695,0.0
1591,1590,695,0.0
292,753,694,0.0
806,868,694,0.0
128,885,694,0.0
733,958,694,0.0
800,865,694,0.0
286,340,694,0.0
1598,1261,694,0.0
237,781,693,0.0
365,852,693,0.0
700,586,693,0.0
157,53,692,0.0
157,77,692,0.0
1894,739,691,0.0
1202,1264,691,0.0
1202,1518,691,0.0
199,1366,690,0.0
575,703,690,0.0
1808,1205,690,0.0
891,1450,689,0.0
579,518,689,0.0
1752,1825,689,0.0
1833,1805,689,0.0
1306,1313,689,0.0
237,852,688,0.0
273,797,688,0.0
574,1161,688,0.0
574,1189,688,0.0
697,688,688,0.0
1093,1567,688,0.0
280,1323,687,0.0
645,1321,687,0.0
651,597,687,0.0
506,599,687,0.0
858,1095,687,0.0
965,1294,686,0.0
552,739,686,0.0
1096,864,686,0.0
1733,1716,685,0.0
625,559,685,0.0
579,520,685,0.0
1417,643,685,0.0
1812,1756,685,0.0
875,1096,684,0.0
647,1878,684,0.0
1560,1536,683,0.0
645,1422,682,0.0
208,236,682,0.0
858,295,682,0.0
663,1417,681,0.0
272,1096,680,0.0
597,638,680,0.0
1518,1536,680,0.0
1208,1235,680,0.0
1202,1096,679,0.0
506,724,678,0.0
1734,1844,678,0.0
1542,1578,677,0.0
1734,1208,677,0.0
885,1507,676,0.0
150,1202,674,0.0
736,680,674,0.0
1808,2060,674,0.0
725,689,674,0.0
199,894,673,0.0
209,1095,673,0.0
847,236,673,0.0
1573,1801,673,0.0
893,1508,672,0.0
663,642,672,0.0
813,864,672,0.0
193,1095,671,0.0
645,1450,671,0.0
203,859,670,0.0
627,604,670,0.0
920,894,670,0.0
1573,1101,670,0.0
648,1189,669,0.0
1542,1205,669,0.0
1659,1532,668,0.0
204,1323,668,0.0
645,932,668,0.0
128,758,668,0.0
858,264,668,0.0
1201,1847,668,0.0
259,884,667,0.0
237,891,666,0.0
259,878,666,0.0
94,146,666,0.0
663,930,666,0.0
691,677,665,0.0
673,555,665,0.0
1201,1205,665,0.0
1542,1560,665,0.0
272,203,664,0.0
210,904,664,0.0
702,738,664,0.0
645,461,663,0.0
259,468,662,0.0
691,1121,662,0.0
506,661,662,0.0
1659,1806,661,0.0
1733,1095,661,0.0
571,2191,661,0.0
1659,1733,660,0.0
280,841,660,0.0
1392,765,660,0.0
193,861,659,0.0
280,1093,659,0.0
579,549,659,0.0
627,724,658,0.0
965,961,658,0.0
1518,1569,658,0.0
810,286,657,0.0
858,368,657,0.0
575,740,656,0.0
648,510,656,0.0
1778,1769,656,0.0
193,744,655,0.0
591,929,655,0.0
597,539,655,0.0
1264,864,655,0.0
645,1412,653,0.0
575,687,653,0.0
981,1353,653,0.0
132,712,652,0.0
665,613,652,0.0
1202,1542,652,0.0
725,2264,652,0.0
203,1095,651,0.0
209,673,651,0.0
1254,1220,651,0.0
193,859,650,0.0
730,602,650,0.0
1560,1567,650,0.0
1659,1614,649,0.0
1575,1578,649,0.0
259,1064,648,0.0
627,1005,648,0.0
651,579,648,0.0
733,1033,647,0.0
1187,2267,647,0.0
510,2197,647,0.0
904,1202,646,0.0
1833,1788,646,0.0
1542,1716,645,0.0
1508,852,645,0.0
273,754,644,0.0
665,643,644,0.0
758,264,644,0.0
799,865,644,0.0
1202,1548,644,0.0
1096,1536,644,0.0
1668,1716,643,0.0
733,738,643,0.0
1202,1614,643,0.0
691,512,642,0.0
2060,1754,642,0.0
1456,1495,642,0.0
1778,1759,642,0.0
1733,1642,641,0.0
273,591,641,0.0
758,838,641,0.0
905,901,641,0.0
209,852,640,0.0
648,1272,640,0.0
1202,847,640,0.0
280,333,639,0.0
1507,1573,639,0.0
199,1833,638,0.0
204,771,638,0.0
1548,1516,638,0.0
208,813,637,0.0
236,861,637,0.0
201,832,636,0.0
506,555,636,0.0
157,986,635,0.0
193,771,635,0.0
891,864,635,0.0
800,1096,635,0.0
648,1508,634,0.0
700,856,634,0.0
554,986,634,0.0
665,506,634,0.0
807,781,634,0.0
1033,1542,634,0.0
280,905,633,0.0
291,806,633,0.0
647,687,632,0.0
1092,765,632,0.0
1659,1095,631,0.0
204,766,631,0.0
272,878,631,0.0
891,461,631,0.0
1272,2431,631,0.0
952,2257,631,0.0
203,1507,630,0.0
691,739,630,0.0
506,646,630,0.0
1734,1790,630,0.0
1518,1516,630,0.0
1659,1706,629,0.0
193,763,629,0.0
209,868,629,0.0
904,340,629,0.0
905,897,629,0.0
682,598,628,0.0
1264,1096,627,0.0
1591,1531,627,0.0
625,683,626,0.0
209,924,625,0.0
1494,1480,625,0.0
225,1202,624,0.0
625,929,624,0.0
1208,1230,624,0.0
237,700,623,0.0
259,1565,623,0.0
647,668,623,0.0
579,612,623,0.0
797,236,623,0.0
1659,1788,622,0.0
858,757,622,0.0
257,758,621,0.0
904,905,621,0.0
929,565,621,0.0
1064,1565,621,0.0
1573,1578,621,0.0
1778,1844,621,0.0
157,987,620,0.0
237,810,620,0.0
208,506,620,0.0
506,513,620,0.0
225,813,619,0.0
885,884,619,0.0
1752,1769,619,0.0
1571,1580,619,0.0
663,986,618,0.0
673,1005,618,0.0
1808,1531,618,0.0
1548,1552,618,0.0
1733,1727,617,0.0
292,1508,617,0.0
645,538,617,0.0
1752,1742,617,0.0
1808,1096,617,0.0
627,683,616,0.0
702,690,616,0.0
1659,1745,615,0.0
647,710,615,0.0
1096,1518,615,0.0
1809,1812,615,0.0
280,753,614,0.0
648,932,614,0.0
1187,1219,614,0.0
1227,1653,614,0.0
1361,1358,614,0.0
797,343,612,0.0
1734,1786,612,0.0
625,622,611,0.0
1264,1808,611,0.0
1734,1753,611,0.0
1064,1530,611,0.0
199,1094,610,0.0
700,1121,610,0.0
1092,1101,610,0.0
280,1294,609,0.0
625,1894,609,0.0
210,286,609,0.0
766,858,609,0.0
741,598,609,0.0
984,966,609,0.0
575,987,608,0.0
651,718,608,0.0
736,952,608,0.0
896,921,608,0.0
1598,1642,608,0.0
737,952,608,0.0
199,270,607,0.0
741,1417,607,0.0
1733,1752,606,0.0
904,295,606,0.0
506,739,606,0.0
1598,1219,606,0.0
618,613,606,0.0
981,1294,605,0.0
697,594,605,0.0
199,331,604,0.0
645,718,604,0.0
858,838,604,0.0
1227,1598,604,0.0
904,1101,603,0.0
807,763,603,0.0
725,735,603,0.0
1833,1798,602,0.0
157,134,601,0.0
199,1092,601,0.0
981,726,601,0.0
858,809,601,0.0
1321,1334,601,0.0
574,669,600,0.0
591,932,600,0.0
203,368,600,0.0
431,757,600,0.0
1548,1706,600,0.0
237,647,599,0.0
259,372,599,0.0
645,1092,599,0.0
1033,1049,599,0.0
1264,1532,599,0.0
904,236,598,0.0
1752,1508,598,0.0
758,1323,597,0.0
766,833,597,0.0
1095,847,597,0.0
1666,1668,596,0.0
199,905,596,0.0
273,799,596,0.0
627,695,596,0.0
647,2185,595,0.0
697,1202,595,0.0
1542,1208,595,0.0
1653,1833,595,0.0
259,1094,594,0.0
893,747,593,0.0
203,894,593,0.0
647,669,593,0.0
691,1161,593,0.0
506,664,593,0.0
856,757,593,0.0
1033,1035,593,0.0
1272,1542,593,0.0
1778,1798,593,0.0
904,1059,592,0.0
1068,1560,592,0.0
1202,1833,591,0.0
1059,1563,591,0.0
199,301,590,0.0
199,451,590,0.0
204,747,590,0.0
730,712,590,0.0
813,765,590,0.0
1508,1456,590,0.0
765,864,590,0.0
193,370,589,0.0
875,894,589,0.0
647,588,589,0.0
971,506,589,0.0
651,527,589,0.0
700,927,589,0.0
280,233,588,0.0
591,974,588,0.0
929,554,588,0.0
1096,847,588,0.0
1659,225,587,0.0
1659,1035,587,0.0
1733,132,587,0.0
648,722,587,0.0
800,864,587,0.0
1428,1429,587,0.0
806,834,586,0.0
1833,1812,586,0.0
1642,1706,586,0.0
682,650,584,0.0
2068,1427,584,0.0
847,1068,583,0.0
1518,2555,583,0.0
682,665,582,0.0
691,661,582,0.0
800,807,582,0.0
847,368,582,0.0
1833,1757,582,0.0
365,851,581,0.0
904,1548,581,0.0
891,1507,580,0.0
651,739,580,0.0
506,618,580,0.0
579,622,579,0.0
574,2185,578,0.0
591,569,578,0.0
1833,1784,578,0.0
645,1205,577,0.0
806,1323,577,0.0
554,653,577,0.0
286,333,577,0.0
858,1064,576,0.0
286,859,576,0.0
1812,1769,576,0.0
1659,1647,575,0.0
1254,1614,575,0.0
1653,1575,575,0.0
201,878,574,0.0
575,715,574,0.0
575,724,574,0.0
806,1764,573,0.0
209,763,573,0.0
132,736,573,0.0
663,619,573,0.0
1833,1845,573,0.0
506,510,572,0.0
597,619,572,0.0
461,847,572,0.0
1456,1510,572,0.0
193,1507,571,0.0
280,224,571,0.0
1264,1531,571,0.0
1808,1777,571,0.0
682,600,570,0.0
1734,1260,570,0.0
1734,1829,570,0.0
1059,1560,570,0.0
273,904,569,0.0
648,559,569,0.0
766,343,569,0.0
1033,1752,569,0.0
765,769,569,0.0
1059,1567,569,0.0
1796,1845,569,0.0
286,295,568,0.0
1548,1053,568,0.0
1219,1268,568,0.0
237,333,567,0.0
806,1560,567,0.0
893,1507,567,0.0
203,1202,567,0.0
208,766,567,0.0
506,667,567,0.0
758,461,567,0.0
1096,236,567,0.0
905,921,567,0.0
1059,1530,567,0.0
1542,1820,566,0.0
461,1573,566,0.0
966,977,566,0.0
272,256,565,0.0
280,849,565,0.0
591,208,565,0.0
758,295,565,0.0
813,202,565,0.0
1183,687,565,0.0
1542,1095,565,0.0
1752,1786,565,0.0
984,952,565,0.0
984,986,565,0.0
1093,1563,565,0.0
1456,1491,565,0.0
1667,1730,565,0.0
193,868,564,0.0
199,832,564,0.0
209,838,564,0.0
461,1518,564,0.0
1321,1322,564,0.0
280,774,563,0.0
645,2186,563,0.0
1202,1808,563,0.0
193,224,562,0.0
591,674,562,0.0
237,1095,561,0.0
733,565,561,0.0
758,1294,561,0.0
1068,1530,561,0.0
735,2190,561,0.0
1659,1272,560,0.0
157,1422,560,0.0
204,209,560,0.0
1653,1614,560,0.0
1199,1200,560,0.0
691,146,559,0.0
554,974,559,0.0
1666,648,558,0.0
193,332,558,0.0
893,744,558,0.0
766,847,558,0.0
858,1068,558,0.0
1065,1101,558,0.0
1666,1705,557,0.0
273,333,557,0.0
891,1508,557,0.0
555,718,557,0.0
1068,1565,557,0.0
1668,1033,556,0.0
259,1053,556,0.0
893,332,556,0.0
929,739,556,0.0
554,539,556,0.0
856,1508,556,0.0
1064,1567,556,0.0
1733,1548,555,0.0
204,291,555,0.0
1201,1096,555,0.0
1666,1049,554,0.0
280,1205,554,0.0
648,952,554,0.0
702,687,554,0.0
702,735,554,0.0
292,890,553,0.0
702,737,553,0.0
571,685,553,0.0
741,520,553,0.0
1825,1812,553,0.0
575,726,552,0.0
682,929,552,0.0
632,618,552,0.0
1095,1653,552,0.0
237,210,551,0.0
1254,1642,551,0.0
529,931,550,0.0
574,986,550,0.0
1734,1764,550,0.0
1573,1053,550,0.0
1778,1777,550,0.0
627,1392,549,0.0
702,488,549,0.0
597,1417,549,0.0
1096,1548,549,0.0
193,856,548,0.0
806,1441,548,0.0
132,89,548,0.0
94,651,548,0.0
575,510,548,0.0
1808,1833,548,0.0
847,1450,548,0.0
225,865,547,0.0
506,932,547,0.0
286,868,547,0.0
292,868,546,0.0
128,856,546,0.0
647,679,546,0.0
648,974,546,0.0
1526,1560,546,0.0
193,852,545,0.0
193,1518,545,0.0
733,710,545,0.0
1201,1531,545,0.0
539,1422,545,0.0
661,674,545,0.0
1068,1563,545,0.0
1068,1642,545,0.0
1659,1631,544,0.0
193,878,544,0.0
663,539,544,0.0
1633,1651,544,0.0
225,1573,543,0.0
273,852,543,0.0
645,1064,543,0.0
627,548,543,0.0
724,619,543,0.0
757,763,543,0.0
1798,1786,543,0.0
204,894,542,0.0
691,611,542,0.0
1201,1264,542,0.0
1064,1096,542,0.0
273,859,541,0.0
806,211,541,0.0
201,236,541,0.0
210,847,540,0.0
571,613,540,0.0
858,1093,540,0.0
952,978,540,0.0
574,738,539,0.0
797,813,539,0.0
813,340,539,0.0
286,368,539,0.0
651,552,538,0.0
645,807,537,0.0
1033,1653,537,0.0
1187,1185,537,0.0
461,765,537,0.0
1068,1567,537,0.0
1653,1532,537,0.0
199,1101,536,0.0
199,1567,536,0.0
575,599,536,0.0
865,368,536,0.0
648,2190,535,0.0
691,578,535,0.0
1264,1219,535,0.0
765,838,535,0.0
1788,1762,535,0.0
365,868,534,0.0
1201,1254,534,0.0
1264,1825,534,0.0
691,695,533,0.0
893,211,532,0.0
875,896,532,0.0
904,781,532,0.0
579,2189,532,0.0
1653,1788,532,0.0
204,1121,531,0.0
806,1101,531,0.0
132,1254,531,0.0
700,865,531,0.0
157,1095,530,0.0
806,747,530,0.0
647,538,530,0.0
647,676,530,0.0
858,1323,530,0.0
1272,1274,530,0.0
1542,1809,530,0.0
2060,1816,530,0.0
1518,1053,530,0.0
1059,1108,530,0.0
193,833,529,0.0
806,832,529,0.0
733,1272,529,0.0
700,995,529,0.0
1734,1575,529,0.0
1059,1565,529,0.0
199,1560,528,0.0
591,1323,528,0.0
1659,1064,527,0.0
625,689,527,0.0
575,2235,526,0.0
682,671,526,0.0
651,708,525,0.0
1653,1610,525,0.0
1666,1096,524,0.0
1659,1590,524,0.0
1659,1667,524,0.0
904,797,524,0.0
647,2184,524,0.0
647,2189,524,0.0
1187,1734,524,0.0
1096,1642,524,0.0
1205,1614,524,0.0
1806,1777,524,0.0
574,1183,523,0.0
579,578,523,0.0
1272,1287,523,0.0
726,952,523,0.0
291,893,522,0.0
1272,1227,522,0.0
1806,1788,522,0.0
506,610,521,0.0
1542,1748,521,0.0
1064,1560,521,0.0
153,647,520,0.0
673,984,520,0.0
800,264,520,0.0
1548,1538,520,0.0
201,868,519,0.0
648,2267,519,0.0
1808,1847,519,0.0
1095,1094,519,0.0
1366,1378,519,0.0
735,952,519,0.0
292,365,518,0.0
575,972,518,0.0
1706,1667,518,0.0
904,1456,517,0.0
132,1752,517,0.0
647,952,517,0.0
1183,1189,517,0.0
201,752,516,0.0
203,849,516,0.0
647,703,516,0.0
647,738,516,0.0
506,660,516,0.0
800,1508,516,0.0
1101,1560,516,0.0
574,510,515,0.0
1734,1851,515,0.0
1808,1845,515,0.0
864,890,515,0.0
1666,1752,514,0.0
591,685,514,0.0
1219,1180,514,0.0
966,982,514,0.0
758,772,513,0.0
858,1450,513,0.0
1184,687,513,0.0
1254,2419,513,0.0
259,210,512,0.0
645,1093,512,0.0
506,2173,512,0.0
1121,1706,512,0.0
259,868,511,0.0
574,661,511,0.0
506,1353,511,0.0
259,461,510,0.0
891,833,510,0.0
647,507,510,0.0
1778,1779,510,0.0
1825,1798,510,0.0
157,272,509,0.0
691,689,509,0.0
725,679,509,0.0
264,864,509,0.0
1642,1644,509,0.0
574,679,508,0.0
806,370,508,0.0
209,752,508,0.0
891,1121,508,0.0
758,753,508,0.0
697,524,508,0.0
966,968,508,0.0
1008,1706,507,0.0
700,628,507,0.0
554,1422,507,0.0
539,582,507,0.0
1475,1494,507,0.0
1770,1815,507,0.0
199,431,506,0.0
575,927,506,0.0
1507,1456,506,0.0
1844,1762,506,0.0
292,862,505,0.0
193,1508,505,0.0
204,905,505,0.0
273,256,505,0.0
691,667,505,0.0
1734,1196,505,0.0
757,434,505,0.0
1653,1654,505,0.0
193,862,504,0.0
210,236,504,0.0
691,729,504,0.0
663,1894,504,0.0
552,613,504,0.0
1759,1762,504,0.0
280,1082,503,0.0
981,968,503,0.0
506,958,503,0.0
1264,1754,503,0.0
365,328,502,0.0
645,927,501,0.0
893,749,501,0.0
648,594,501,0.0
579,676,501,0.0
1064,1054,501,0.0
1064,1059,501,0.0
1260,1267,501,0.0
365,331,500,0.0
806,1530,500,0.0
134,691,500,0.0
673,965,500,0.0
858,776,500,0.0
1323,1336,500,0.0
225,365,499,0.0
237,343,499,0.0
1033,1264,499,0.0
1264,1508,499,0.0
1096,1205,499,0.0
1642,2600,499,0.0
1706,1702,499,0.0
1805,1845,499,0.0
1241,1247,499,0.0
204,370,498,0.0
209,896,498,0.0
673,1366,498,0.0
807,431,498,0.0
847,1507,498,0.0
1456,1483,498,0.0
1806,1786,498,0.0
1790,1642,498,0.0
1651,1647,498,0.0
625,1095,497,0.0
875,905,497,0.0
627,1294,497,0.0
647,735,497,0.0
1121,1202,497,0.0
591,884,496,0.0
645,1068,496,0.0
1033,1706,496,0.0
1734,1827,496,0.0
292,851,495,0.0
193,924,495,0.0
280,1092,495,0.0
1808,1759,495,0.0
1790,1770,495,0.0
292,246,494,0.0
730,738,494,0.0
904,800,494,0.0
647,599,494,0.0
280,328,493,0.0
574,699,493,0.0
591,1422,493,0.0
875,368,493,0.0
575,1321,493,0.0
992,1392,493,0.0
1614,1644,493,0.0
199,924,492,0.0
259,1082,492,0.0
272,663,492,0.0
292,1202,491,0.0
225,257,491,0.0
904,368,491,0.0
1201,1769,491,0.0
847,890,491,0.0
1196,1199,491,0.0
893,741,490,0.0
648,524,490,0.0
800,1450,490,0.0
1264,1575,490,0.0
1264,1809,490,0.0
1095,1706,490,0.0
1560,1523,490,0.0
237,771,489,0.0
280,984,489,0.0
208,905,489,0.0
813,368,489,0.0
1264,1590,489,0.0
725,737,489,0.0
1456,1473,489,0.0
885,765,488,0.0
199,1053,487,0.0
574,739,487,0.0
625,1323,487,0.0
981,975,487,0.0
1201,1809,487,0.0
765,861,487,0.0
1227,1208,487,0.0
1321,1313,487,0.0
1796,1748,487,0.0
806,1437,486,0.0
209,855,486,0.0
210,766,486,0.0
682,687,486,0.0
758,197,486,0.0
766,769,486,0.0
736,661,486,0.0
1187,1254,486,0.0
1064,847,486,0.0
280,834,485,0.0
810,865,485,0.0
201,905,485,0.0
77,94,485,0.0
682,660,485,0.0
797,1096,485,0.0
813,1456,485,0.0
199,1059,484,0.0
259,1005,484,0.0
691,995,484,0.0
1121,1808,484,0.0
1068,1054,484,0.0
1205,1558,484,0.0
1642,1618,484,0.0
292,838,483,0.0
199,370,483,0.0
209,833,483,0.0
725,714,483,0.0
1548,1539,483,0.0
758,233,482,0.0
858,1507,482,0.0
1101,1653,482,0.0
1653,1798,482,0.0
204,921,481,0.0
758,764,481,0.0
1194,1200,481,0.0
280,747,480,0.0
365,833,480,0.0
806,752,480,0.0
691,569,480,0.0
981,953,480,0.0
571,729,480,0.0
766,340,480,0.0
1366,1377,480,0.0
1417,1412,480,0.0
157,884,479,0.0
201,855,479,0.0
904,211,479,0.0
571,541,479,0.0
1096,1053,479,0.0
1573,1614,479,0.0
1653,1571,479,0.0
292,832,478,0.0
199,368,478,0.0
199,766,478,0.0
529,708,478,0.0
575,738,478,0.0
554,2178,478,0.0
1053,1530,478,0.0
1068,1653,478,0.0
292,295,477,0.0
203,868,477,0.0
203,921,477,0.0
1201,1845,477,0.0
1264,1806,477,0.0
286,771,477,0.0
1096,372,477,0.0
859,864,477,0.0
1825,1788,477,0.0
225,769,476,0.0
730,687,476,0.0
1202,1208,476,0.0
1366,1367,476,0.0
1456,1467,476,0.0
1793,1851,476,0.0
292,878,475,0.0
193,774,475,0.0
574,971,475,0.0
904,894,475,0.0
128,813,475,0.0
929,765,475,0.0
984,765,475,0.0
1706,1579,475,0.0
199,332,474,0.0
1666,1264,473,0.0
127,94,473,0.0
682,528,473,0.0
691,576,473,0.0
718,667,473,0.0
1778,1812,473,0.0
893,896,472,0.0
127,102,472,0.0
575,604,472,0.0
682,710,472,0.0
700,930,472,0.0
758,755,472,0.0
1254,1225,472,0.0
1752,1745,472,0.0
204,1068,471,0.0
1542,1653,471,0.0
157,1392,470,0.0
904,757,470,0.0
800,368,470,0.0
292,752,469,0.0
971,725,469,0.0
1254,1591,469,0.0
1808,1778,469,0.0
1778,1788,469,0.0
204,246,468,0.0
574,2194,468,0.0
150,146,468,0.0
758,1366,468,0.0
1833,1706,468,0.0
651,1422,467,0.0
700,565,467,0.0
758,370,467,0.0
1121,1560,467,0.0
1264,1548,467,0.0
632,718,467,0.0
1764,1788,467,0.0
1788,1759,467,0.0
806,1435,466,0.0
2060,1558,466,0.0
506,548,465,0.0
308,370,464,0.0
691,738,464,0.0
451,1573,464,0.0
1096,1101,464,0.0
1260,1256,464,0.0
1630,1654,464,0.0
193,890,463,0.0
246,858,463,0.0
203,797,463,0.0
1745,1758,463,0.0
199,1082,462,0.0
257,865,462,0.0
806,1392,462,0.0
506,2183,462,0.0
1542,1507,462,0.0
574,676,461,0.0
651,555,461,0.0
758,813,461,0.0
157,102,460,0.0
199,1321,460,0.0
257,766,460,0.0
904,896,460,0.0
651,569,460,0.0
1518,1563,460,0.0
1161,1136,460,0.0
280,832,459,0.0
280,1833,459,0.0
1573,1805,459,0.0
893,431,458,0.0
904,799,458,0.0
691,680,458,0.0
1798,1827,458,0.0
1659,1068,457,0.0
209,832,457,0.0
597,1005,457,0.0
800,2287,457,0.0
813,781,457,0.0
885,1321,457,0.0
1653,1716,457,0.0
204,1092,456,0.0
280,924,456,0.0
365,832,456,0.0
506,1392,456,0.0
758,1507,456,0.0
765,841,456,0.0
1456,1435,456,0.0
1788,1773,456,0.0
591,155,455,0.0
891,924,455,0.0
1187,1227,455,0.0
