id,lat,lng,Name,City,Country,Label,degree,weighted_degree,component
1160,60.69029998779297,-161.97900390625,Napakiak Airport,Napakiak,United States,PANA,2,5,18
2671,39.64289856,-79.91629791,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,KMGW,2,5,45
2047,52.9593933975,-87.3748683929,Webequie Airport,Webequie,Canada,CYWP,2,5,5
2699,-10.847994,162.454108,Santa Ana Airport,Santa Ana,Solomon Islands,AGGT,2,4,37
2669,-0.06239889934659,37.04100799560547,Nanyuki Airport,Nanyuki,Kenya,HKNY,1,4,43
1908,-16.264999,167.923996,Craig Cove Airport,Craig Cove,Vanuatu,NVSF,3,4,4
1022,-16.4611228,167.829253,Lamap Airport,Lamap,Vanuatu,NVSL,2,4,4
1027,-19.2346,169.6009,Aniwa Airport,Aniwa,Vanuatu,NVVB,2,4,7
1028,-18.7693996429,169.00100708,Dillon's Bay Airport,Dillon's Bay,Vanuatu,NVVD,2,4,7
1030,-19.5163993835,170.231994629,Futuna Airport,Futuna Island,Vanuatu,NVVF,2,4,7
1967,22.441799163800003,-73.97090148930002,Spring Point Airport,Spring Point,Bahamas,MYAP,2,4,29
1997,-16.583900451660156,-143.6580047607422,Makemo Airport,Makemo,French Polynesia,NTGM,2,4,9
2009,-22.43409919738769,-151.36099243164062,Rurutu Airport,Rurutu,French Polynesia,NTAR,2,4,65
2365,31.35840034484864,69.4636001586914,Zhob Airport,Zhob,Pakistan,OPZB,1,4,70
2701,64.1932983398,-83.3593978882,Coral Harbour Airport,Coral Harbour,Canada,CYZS,2,3,3
2010,-16.4864,167.4472,Southwest Bay Airport,Malekula Island,Vanuatu,NVSX,2,3,4
2668,35.594299316406,-5.320020198822,Saniat R'mel Airport,Tetouan,Morocco,GMTN,2,3,1
1139,63.0186,-154.358002,Nikolai Airport,Nikolai,United States,PAFS,1,3,21
2398,60.70289993,-161.7779999,Napaskiak Airport,Napaskiak,United States,PAPK,2,3,18
391,-10.216699600219728,31.13330078125,Kasama Airport,Kasama,Zambia,FLKS,1,3,64
2484,-23.22920036315918,-45.86149978637695,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,SBSJ,2,3,8
2017,-23.07990074157715,-134.88999938964844,Totegegie Airport,Totegegie,French Polynesia,NTGJ,2,3,9
137,52.19559860229492,-87.93419647216797,Lansdowne House Airport,Lansdowne House,Canada,CYLH,1,3,5
1975,24.428300857543945,54.458099365234375,Bateen Airport,Abu Dhabi,United Arab Emirates,OMAD,2,3,2
2690,-0.182278,-74.7708,Caucaya Airport,Puerto Leguízamo,Colombia,SKLG,1,2,44
1977,-1.32861,-69.5797,La Pedrera Airport,La Pedrera,Colombia,SKLP,1,2,34
1996,-14.709500312805176,-145.24600219726562,Takapoto Airport,Takapoto,French Polynesia,NTGT,1,2,6
2727,66.5214004517,-86.22470092770001,Repulse Bay Airport,Repulse Bay,Canada,CYUT,1,2,24
2076,28.0515,9.64291,In Aménas Airport,Zarzaitine,Algeria,DAUZ,1,2,66
2725,25.112199783325195,56.32400131225586,Fujairah International Airport,Fujeirah,United Arab Emirates,OMFJ,1,2,2
1952,63.3469009399,-90.7311019897,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,CYCS,1,2,3
1021,-15.3066997528,167.966995239,Longana Airport,Longana,Vanuatu,NVSG,1,2,77
1024,-15.0,168.082992554,Maewo-Naone Airport,Maewo Island,Vanuatu,NVSN,1,2,77
2683,62.6800422668,-164.659927368,Alakanuk Airport,Alakanuk,United States,PAUK,1,1,25
1988,35.177101135253906,-3.83951997756958,Cherif Al Idrissi Airport,Al Hociema,Morocco,GMTA,1,1,1
1858,52.1133,-94.2556,Poplar Hill Airport,Poplar Hill,Canada,CPV7,1,1,30
2710,-16.3297,168.3011,Uléi Airport,Ambryn Island,Vanuatu,NVSU,1,1,4
2729,6.78082990646,47.45470047,Galcaio Airport,Galcaio,Somalia,HCMR,1,1,61
