0 1 0.844086 10
0 2 0.650745 15
0 3 0.686754 12
0 4 0.235613 40
0 5 0.232962 48
0 6 0.169655 48
0 7 0.233628 42
0 8 0.704551 16
0 9 0.102147 52
0 10 0.655872 18
0 11 0.243786 37
0 12 0.377468 32
0 13 0.132529 52
0 14 0.182016 48
0 15 0.848493 9
0 16 0.193823 40
0 17 0.567568 30
0 18 0.775704 11
0 19 0.207312 46
0 20 0.466998 27
0 21 0.579219 17
0 22 0.819301 9
0 23 0.963703 4
0 24 0.13216 57
0 25 0.83899 11
0 26 0.239356 30
0 27 0.766461 21
0 28 0.648462 19
0 29 0.683418 15
0 30 0.675773 23
0 31 0.249616 50
0 32 0.235193 48
0 33 0.71428 17
0 34 0.243572 38
0 35 0.255021 46
0 36 0.691627 15
0 37 0.147675 43
0 38 0.0469781 78
0 39 0.220231 52
0 40 0.809431 12
0 41 0.799556 11
0 42 0.330521 39
0 43 0.301411 35
0 44 0.942466 4
0 45 0.375709 26
0 46 0.62729 17
0 47 0.248 43
0 48 0.160423 53
0 49 0.208468 41
0 50 0.151837 41
0 51 0.608868 20
0 52 0.794881 12
0 53 0.463427 21
0 54 0.326604 34
0 55 0.999745 17
0 56 0.993382 24
0 57 0.650805 13
0 58 0.695817 15
0 59 0.64288 19
0 60 0.73085 15
0 61 0.558205 34
0 62 0.201539 41
0 63 0.129496 44
0 64 0.647061 17
0 65 0.675228 18
0 66 0.419985 23
0 67 0.21145 41
0 68 0.531518 27
0 69 0.818635 11
0 70 0.473195 27
0 71 0.718198 20
0 72 0.528767 29
0 73 0.436921 22
0 74 0.204878 42
0 75 0.208521 33
0 76 0.130576 49
0 77 0.999965 17
0 78 0.237584 43
0 79 0.621207 28
0 80 0.292006 50
0 81 0.273675 32
0 82 0.248129 29
0 83 0.232694 36
0 84 0.719516 14
0 85 0.246414 38
0 86 0.74476 13
0 87 0.521038 22
0 88 0.225242 44
0 89 0.50707 22
0 90 0.16738 44
0 91 0.296664 27
0 92 0.536298 19
0 93 0.796953 11
0 94 0.420563 21
0 95 0.15521 45
0 96 0.355074 26
0 97 0.273777 35
0 98 0.248919 38
0 99 0.787341 16
1 2 0.355584 82
1 3 0.190226 55
1 4 0.852224 25
1 5 0.999913 64
1 6 0.932075 14
1 7 0.943763 18
1 8 0.99995 126
1 9 0.850953 13
1 10 0.993392 152
1 11 0.692724 28
1 12 0.988514 31
1 13 0.917252 14
1 14 0.951719 26
1 15 0.919795 96
1 16 0.91499 9
1 17 0.966499 4
1 18 0.446938 90
1 19 0.923318 41
1 20 0.987857 109
1 21 0.239453 60
1 22 0.181801 90
1 23 0.399887 49
1 24 0.99892 22
1 25 0.999999 126
1 26 0.868459 8
1 27 0.997235 3
1 28 0.999497 108
1 29 0.858315 95
1 30 1 137
1 31 1 40
1 32 0.999966 31
1 33 0.999997 129
1 34 0.69377 30
1 35 0.999791 36
1 36 0.952201 101
1 37 0.897245 9
1 38 0.997227 20
1 39 1 53
1 40 0.999994 144
1 41 0.929786 98
1 42 0.999757 32
1 43 0.843978 24
1 44 0.349621 101
1 45 0.873532 11
1 46 0.543846 67
1 47 0.991221 23
1 48 0.998953 30
1 49 0.922023 11
1 50 0.926877 6
1 51 0.998238 111
1 52 0.999624 121
1 53 0.518164 38
1 54 0.847587 32
1 55 1 158
1 56 1 116
1 57 0.222774 57
1 58 0.968328 77
1 59 0.99914 98
1 60 0.999907 124
1 61 0.99564 3
1 62 0.907398 11
1 63 0.831214 12
1 64 0.869428 84
1 65 0.999848 94
1 66 0.428794 42
1 67 0.91532 12
1 68 0.999999 121
1 69 0.999247 114
1 70 0.995006 87
1 71 1 128
1 72 1 101
1 73 0.454736 38
1 74 0.812795 22
1 75 0.947798 4
1 76 0.910542 10
1 77 1 158
1 78 0.983513 22
1 79 0.893997 7
1 80 1 52
1 81 0.778891 16
1 82 0.986438 2
1 83 0.893679 10
1 84 0.835519 94
1 85 0.873617 15
1 86 0.992789 120
1 87 0.727836 58
1 88 0.982908 31
1 89 0.632922 51
1 90 0.866311 13
1 91 0.935267 5
1 92 0.269295 60
1 93 0.88624 97
1 94 0.644496 21
1 95 0.909056 10
1 96 0.717454 19
1 97 0.817987 18
1 98 0.824411 21
1 99 0.994186 3
2 3 0.325482 34
2 4 0.607502 26
2 5 0.507545 60
2 6 0.884635 10
2 7 0.740109 19
2 8 0.544984 62
2 9 0.823161 11
2 10 0.258587 78
2 11 0.687079 19
2 12 0.698082 24
2 13 0.856744 11
2 14 0.792255 16
2 15 0.246961 65
2 16 0.845949 10
2 17 0.98292 2
2 18 0.165824 66
2 19 0.259617 60
2 20 0.130032 115
2 21 0.250361 46
2 22 0.246842 50
2 23 0.476115 30
2 24 0.73044 25
2 25 0.717213 82
2 26 0.898098 5
2 27 0.988198 2
2 28 0.367182 74
2 29 0.171157 76
2 30 0.890168 88
2 31 0.848249 35
2 32 0.80225 25
2 33 0.635842 75
2 34 0.759924 15
2 35 0.719751 28
2 36 0.228992 71
2 37 0.885508 7
2 38 0.810727 18
2 39 0.823381 44
2 40 0.569328 86
2 41 0.261557 63
2 42 0.694686 30
2 43 0.617687 25
2 44 0.161017 64
2 45 0.791816 12
2 46 0.205041 60
2 47 0.691405 25
2 48 0.598315 37
2 49 0.520754 28
2 50 0.914776 5
2 51 0.343489 69
2 52 0.315236 91
2 53 0.440151 31
2 54 0.594853 27
2 55 0.964165 90
2 56 0.952669 83
2 57 0.315667 37
2 58 0.290635 61
2 59 0.347417 74
2 60 0.459344 71
2 61 0.943051 5
2 62 0.888259 8
2 63 0.658036 16
2 64 0.185437 74
2 65 0.403317 78
2 66 0.387543 34
2 67 0.794024 13
2 68 0.645494 92
2 69 0.308636 83
2 70 0.321119 66
2 71 0.890999 89
2 72 0.868972 75
2 73 0.475099 27
2 74 0.70059 19
2 75 0.983405 2
2 76 0.88318 8
2 77 0.978374 90
2 78 0.750217 20
2 79 0.973076 3
2 80 0.919349 48
2 81 0.662183 18
2 82 0.894917 5
2 83 0.863151 9
2 84 0.189415 71
2 85 0.846641 11
2 86 0.265579 76
2 87 0.262212 56
2 88 0.60814 30
2 89 0.265573 52
2 90 0.71455 17
2 91 0.895804 6
2 92 0.314194 40
2 93 0.197886 71
2 94 0.296193 37
2 95 0.921132 6
2 96 0.739034 13
2 97 0.813661 12
2 98 0.740577 17
2 99 0.996977 1
3 4 0.64299 17
3 5 0.333992 41
3 6 0.721618 14
3 7 0.659879 16
3 8 0.224022 52
3 9 0.634254 15
3 10 0.19431 52
3 11 0.593512 18
3 12 0.527555 24
3 13 0.721672 13
3 14 0.696659 15
3 15 0.26045 43
3 16 0.763901 11
3 17 0.996414 1
3 18 0.207624 44
3 19 0.502739 25
3 20 0.23619 47
3 21 0.229435 37
3 22 0.214119 41
3 23 0.679548 25
3 24 0.599149 21
3 25 0.203816 58
3 26 0.84419 6
3 27 0.993509 2
3 28 0.240379 50
3 29 0.314225 38
3 30 0.195891 63
3 31 0.532497 28
3 32 0.555043 26
3 33 0.18365 59
3 34 0.460142 25
3 35 0.484494 29
3 36 0.20188 50
3 37 0.748801 11
3 38 0.531571 24
3 39 0.410253 39
3 40 0.238445 52
3 41 0.191121 51
3 42 0.636189 20
3 43 0.462239 26
3 44 0.273427 38
3 45 0.566352 18
3 46 0.275362 39
3 47 0.582592 21
3 48 0.599344 22
3 49 0.843177 8
3 50 0.820237 7
3 51 0.184729 54
3 52 0.247098 49
3 53 0.362973 28
3 54 0.651471 17
3 55 0.960505 65
3 56 0.64125 53
3 57 0.137819 46
3 58 0.352758 36
3 59 0.234587 50
3 60 0.210177 53
3 61 0.990712 2
3 62 0.793392 10
3 63 0.707875 12
3 64 0.227452 46
3 65 0.200704 54
3 66 0.150164 46
3 67 0.706891 13
3 68 0.214552 56
3 69 0.243723 49
3 70 0.263854 45
3 71 0.282071 52
3 72 0.118117 78
3 73 0.410312 25
3 74 0.704777 14
3 75 0.683855 12
3 76 0.825636 9
3 77 0.995648 58
3 78 0.673874 16
3 79 0.970227 4
3 80 0.380941 43
3 81 0.725265 12
3 82 0.931259 4
3 83 0.2887 32
3 84 0.227151 46
3 85 0.707337 14
3 86 0.224194 49
3 87 0.253413 41
3 88 0.675085 17
3 89 0.28733 37
3 90 0.691807 14
3 91 0.994122 1
3 92 0.166888 44
3 93 0.109206 61
3 94 0.739151 11
3 95 0.823902 9
3 96 0.581625 16
3 97 0.590885 18
3 98 0.71231 13
3 99 0.983079 3
4 5 0.612988 68
4 6 0.263487 57
4 7 0.230406 64
4 8 0.916076 22
4 9 0.173333 57
4 10 0.711778 30
4 11 0.229354 55
4 12 0.368539 59
4 13 0.332615 49
4 14 0.268935 64
4 15 0.641271 30
4 16 0.238127 50
4 17 0.58903 34
4 18 0.644308 25
4 19 0.42327 48
4 20 0.802798 22
4 21 0.546621 24
4 22 0.730493 17
4 23 0.923317 7
4 24 0.370203 72
4 25 0.947003 43
4 26 0.219969 40
4 27 0.942816 34
4 28 0.711611 42
4 29 0.706512 24
4 30 0.990343 39
4 31 0.847103 88
4 32 0.549601 85
4 33 0.930569 33
4 34 0.246668 54
4 35 0.498373 70
4 36 0.657397 30
4 37 0.284862 41
4 38 0.340044 68
4 39 0.893281 66
4 40 0.937447 26
4 41 0.662222 28
4 42 0.470715 73
4 43 0.301614 52
4 44 0.812413 14
4 45 0.293879 43
4 46 0.602048 27
4 47 0.316513 66
4 48 0.292819 100
4 49 0.209606 58
4 50 0.15366 52
4 51 0.796798 26
4 52 0.791213 32
4 53 0.367281 39
4 54 0.384022 47
4 55 0.997536 46
4 56 0.995791 48
4 57 0.600161 20
4 58 0.57659 39
4 59 0.719908 38
4 60 0.843483 30
4 61 0.929058 27
4 62 0.191426 58
4 63 0.195196 49
4 64 0.729974 23
4 65 0.778242 39
4 66 0.526799 26
4 67 0.213181 58
4 68 0.942712 35
4 69 0.789753 28
4 70 0.620676 41
4 71 0.992665 30
4 72 0.981165 47
4 73 0.437093 30
4 74 0.247956 55
