source,target,weight,p_values
128,1894,868,0.173098484122746
128,949,80,0.702947242169501
128,965,92,0.449333989102236
128,971,224,0.751132572120828
128,981,133,0.606761092701031
128,989,109,0.603506047024822
128,1896,63,0.231300532406493
128,1897,8,0.369427479526062
128,2051,61,0.131062799568628
128,2052,85,0.0161987267867033
128,1999,80,0.227249347022434
128,927,111,0.661655266321805
128,990,28,0.681192462503344
128,2702,36,0.640427497931746
128,2252,4,0.20989658508668
128,1407,11,0.496444107374702
128,1410,13,0.55201258616246
128,2044,5,0.785821469966083
136,82,14,0.330251648818454
136,156,50,0.781073297592648
136,2032,182,0.845268760994073
136,2061,22,0.682195647796437
136,1859,7,1.12223463456746
136,41,10,0.562106902136838
156,2032,22,0.0836607478918093
41,75,22,0.456695239699755
41,2032,21,0.647918530411598
75,2032,22,0.68596390617754
2032,82,52,0.36404439635251
2032,97,14,0.0369146109765609
2032,67,4,0.915450856664199
42,118,27,0.789474874670404
42,2727,2,0.591321636804742
118,54,26,0.407074046952953
118,57,35,0.513395560781588
118,134,135,0.430614381437058
118,2048,52,0.124882499307128
118,2034,33,0.141712655142931
118,123,6,0.674344652084292
43,108,38,0.725138640317472
108,53,360,0.462946076435363
108,150,86,0.700976146884414
44,150,25,0.0462237184078768
150,47,423,0.259696859944867
150,48,31,0.0399713504704432
150,53,1122,0.575502745275525
150,73,143,0.123974203793882
150,77,1053,0.812919393167622
150,79,178,0.154159607242684
150,80,28,0.00253467768681767
150,86,15,0.747794291290392
150,88,421,0.585187113430369
150,89,283,0.856903401955271
150,94,140,0.313084463816606
150,104,82,0.164959352948892
150,105,271,0.834837888696327
150,106,181,0.732295515165777
150,109,341,0.516580760551092
150,111,281,0.992090440257518
150,134,344,0.138153906494384
150,138,117,0.654314357987353
150,139,324,0.792996319683012
150,140,48,0.497319467673125
150,146,468,0.621350279451069
150,147,134,0.887143710820906
150,148,96,0.558553406648137
150,153,250,0.707982681284166
150,2034,193,0.465127359327679
150,574,156,0.696259933613051
150,575,504,0.000573935903536644
150,591,1371,0.673034975955766
150,627,282,0.413566171826539
150,645,1062,0.428061577246159
150,647,213,0.706984217704161
150,648,183,0.643492060213196
150,663,1291,0.407557381053315
150,682,246,0.511840569640893
150,691,193,0.756331271659256
150,697,1083,0.677092129466705
150,702,1636,0.693623612271207
150,712,430,0.0567879476282212
150,725,1527,0.298243844798006
150,730,168,0.00754412788308876
150,733,243,0.910965483274418
150,736,28,0.165103088474718
150,971,374,0.7113664172757
150,974,407,0.38725036445519
150,981,310,0.297523385605666
150,1999,59,0.509185781430411
150,145,32,0.230468137420618
2033,74,32,0.535241717548495
46,2034,52,0.33429637775261
46,158,19,0.645093123539374
46,72,10,0.367451415789852
46,152,15,0.308015256977853
2034,53,205,0.175557849874305
2034,60,31,0.279201617609571
2034,72,34,0.875538180608689
2034,76,39,0.728256771674828
2034,94,102,0.649924071284166
2034,115,10,0.385732629622362
2034,121,39,0.707773642662763
2034,131,28,0.290525815265209
2034,135,16,0.517340632629826
2034,148,10,0.523602429699994
2034,152,28,0.596039336621521
2034,158,41,0.981204010573821
158,122,11,0.0348602988841366
49,57,33,0.669674893654091
49,2043,3,0.0434088238764762
57,66,62,0.206821511413605
57,2039,16,0.000898215049392768
57,94,68,0.709120442239425
57,1954,54,0.298708438728543
57,2040,41,0.468496153268147
57,2041,78,0.668178098953818
50,77,145,0.53117160049849
50,2003,2,0.739184296270723
77,58,91,0.174809722517342
77,73,100,0.11704024379513
77,94,485,0.0756641941204756
77,107,109,0.378087218559872
77,112,109,0.00365520827120435
77,113,198,0.638689142802252
77,120,79,0.118730515387222
77,151,79,0.258644980350514
77,529,105,0.352719289821818
77,571,957,0.8908469696232
77,591,406,0.449482372524205
77,651,394,0.536024027312971
77,663,835,0.535308057225884
77,691,1685,0.0988513816417159
77,700,230,0.217783613359464
77,2044,16,0.139349642659631
77,929,208,0.0257747593602692
77,1894,199,0.670525560832879
77,981,227,0.296392843780579
77,2052,22,0.435217886738186
77,1999,23,0.763959296846501
77,1859,10,0.253253945186611
77,2050,16,0.755175454033197
77,1896,14,0.588952899930299
52,2065,1,0.293713551959434
53,73,182,0.020680124834097
53,88,223,0.430502892679806
53,89,301,0.750312545881341
53,2035,63,0.48625497050216
53,94,1127,0.0841587212272429
53,109,92,0.582258077046962
53,111,197,0.130062039936043
53,121,16,0.122512935140086
53,134,250,0.0761123238548922
53,139,133,0.0398628089198401
53,140,10,0.651543711682676
53,147,166,0.817263598151988
53,148,70,0.187342057792654
53,153,145,0.681435096893761
53,574,329,0.399863992182068
53,575,847,0.285720518678716
53,591,1252,0.927268376782395
53,627,948,0.839488410279379
53,647,975,1.02075840264992
53,648,1688,0.11936504379581
53,682,236,0.78963049443484
53,691,1364,0.835100125576083
53,702,987,0.395632977601088
53,712,242,0.431871116893487
53,730,118,0.781081130153552
53,733,1457,0.7930850344798
53,971,95,0.0245566943536002
53,981,371,0.00866543811729567
53,76,6,0.208270456537774
53,2657,4,0.311576642996297
73,107,79,0.4089628203746
88,104,96,0.382560906066229
88,138,32,0.37990036208687
88,145,26,0.769327842428909
88,148,103,0.399674498667216
88,153,131,0.139884686214391
88,648,775,0.876024506631303
88,730,401,0.0972785157306356
89,101,25,0.0217452598252288
89,104,111,0.103554012460665
89,574,136,0.999803895832647
94,58,143,0.710428728851011
94,107,83,0.286991884514686
94,134,1333,0.71218075753907
94,146,666,0.715700918641963
94,529,362,0.202187318683199
94,554,1350,0.83074815032964
94,571,887,0.417004502662491
94,579,731,0.269959030758058
94,591,147,0.235865734655518
94,625,1531,0.302667978187251
94,651,548,0.44965690028057
94,691,1781,0.723193578392327
94,700,252,0.121869661956969
109,134,117,0.423537719366856
109,647,105,0.239265430700013
109,682,9,0.000819540603340544
121,76,21,0.82796934763785
121,101,13,0.578224582960624
134,69,16,0.72988797410449
134,103,20,0.340238161616451
134,123,41,0.877046661131646
134,133,21,0.308844145742259
134,139,122,0.0790599947712917
134,146,384,0.565203197234835
134,2048,59,0.700943844716106
134,574,275,0.220104648795392
134,647,400,0.110806063733612
134,682,127,0.0952916402835909
134,691,500,0.281039992366208
134,1862,5,0.8079288487976
134,117,2,0.216493616678158
139,574,164,0.423889772350884
139,647,207,0.216494406963689
139,682,73,0.665991663299463
139,691,216,3.50199338978355e-05
140,145,28,0.0353512676763826
140,2065,3,0.234972903234033
153,647,520,0.457265683648557
153,730,168,0.74769933969753
153,733,919,0.15954614458515
574,488,384,0.655295755815806
574,500,132,0.51976339328541
574,502,76,0.321705927415757
574,505,166,0.853216979330352
574,506,1218,0.756017236384935
574,510,515,0.672607240872566
574,514,2072,0.839875567575436
574,515,63,0.738025039004638
574,516,313,0.318766410341787
574,520,156,0.766878995789908
574,521,132,0.508323321645117
574,522,145,0.339409572562563
574,526,147,0.69448989901822
574,527,414,0.363376355407327
574,528,271,0.375373206030811
574,529,467,0.0825913690662557
574,538,195,0.307609861881425
574,539,378,0.531277858727078
574,540,219,0.199663153338349
574,542,739,0.754385567095477
574,544,71,0.0153556277670573
574,545,77,0.642531697190055
574,549,109,0.00659777938332026
574,552,192,0.328292842840296
574,554,407,0.0986540719362455
574,555,158,0.976161756296818
574,558,82,0.00805374005244894
574,559,285,0.749194673491165
574,561,126,0.0499445114045855
574,565,227,0.0365181048053657
574,567,7,0.079732747043988
574,569,1425,0.828420895975832
574,571,180,0.079067157809042
574,572,96,0.789479606145873
574,497,26,0.650806556774498
574,575,1051,0.479299744972576
574,2217,53,0.687517017513703
574,577,168,0.174042323826071
574,578,191,0.0538953372484396
574,579,557,0.551046037869533
574,2218,59,0.187995154062974
574,586,142,0.0618260793922874
574,588,828,0.544159440844324
574,591,432,0.561989146208556
574,593,133,0.495807682580231
574,594,183,0.524839878576979
574,597,251,0.290361354007552
574,599,151,0.51816902124427
574,2219,97,0.229985465532758
574,602,239,0.99458435426614
574,604,153,0.0619792669748394
574,606,188,0.592943719974414
574,611,111,0.124259979693258
574,612,1558,0.623588981286794
574,614,242,0.00133717834454266
574,2220,40,0.834161478791344
574,2221,71,0.768510453276165
574,616,186,0.578737372882941
574,618,200,0.619513559619442
574,622,898,0.181666959644445
574,625,478,0.094995055713029
574,627,627,0.163895813949152
574,628,111,0.210722769046956
574,629,206,0.516973457543327
574,632,355,0.114169505319199
574,637,87,0.581763507727837
574,641,125,0.029323077224443
574,643,90,0.862008553677338
574,645,161,0.0576781928023635
574,2222,58,0.144449790395142
574,647,1192,0.489400952932609
574,648,1706,0.758584182691826
574,2197,62,0.127299737468883
574,2223,61,0.776457662592574
574,2224,76,0.123989237229381
574,651,578,0.798815655399378
574,653,144,0.842224432295274
574,655,61,0.706940618322599
574,2216,86,0.175975286449203
574,661,511,0.556993475212669
574,2225,58,0.579749377386875
574,663,462,0.861075413724975
574,664,1116,0.0254690595153404
574,665,392,0.00551101638375287
574,667,204,0.240256755402006
574,669,600,0.850409526712097
574,673,223,0.4375377542568
574,674,350,0.275979026976531
574,676,461,0.339712693581006
574,678,78,0.383014459133591
574,679,508,0.555414579284021
574,680,1013,0.356546099436029
574,681,111,0.0619596246398454
574,682,1050,0.859710923575203
574,683,251,0.503800101481706
574,2226,67,0.163779209293703
574,687,177,0.0594583071396213
574,688,379,0.0536078692533038
574,689,389,0.987272400617068
574,690,270,0.804629037575205
574,691,1141,0.194201043802196
574,692,957,0.520510868224511
574,697,473,0.886440443156618
574,701,1,0.643566633729956
574,699,493,0.782336219874252
574,700,464,0.733478749913837
574,702,1479,0.135564933629676
574,703,320,0.0500900207865245
574,2196,67,0.551157568885788
574,708,146,0.0157700804339786
574,710,446,0.812262606307907
574,712,132,0.579838875424708
574,2227,57,0.383271821104441
574,715,142,0.919063710964764
574,717,362,0.827857051283857
574,718,170,0.0616362219932007
574,2228,27,0.833157089495805
574,721,60,0.18023030334049
574,722,198,0.535537953128049
574,724,2300,0.359187437035545
574,2229,93,0.548661757142381
574,725,631,0.478386989691494
574,726,254,0.748356622438725
574,727,834,0.944641693669369
574,729,204,0.0997547304827399
574,730,1131,0.802557347195906
574,733,950,0.0190726179759184
574,2184,66,0.281976502466404
574,734,246,0.552457621974086
574,2230,23,0.690383569989488
574,2185,578,0.793402956127257
574,735,417,0.120675044210602
574,736,1085,0.704099544031511
574,737,337,0.265928196743835
574,738,539,0.252436531213091
574,739,487,0.0260729832347044
574,741,293,0.670510297064778
574,2189,263,0.637467287031241
574,2190,249,0.537668148229132
574,2191,2252,0.673561941829679
574,2194,468,0.189523000883561
574,949,158,0.779303483121012
574,965,1092,0.7652176479204
574,971,475,0.739957019339367
574,974,833,0.463452836133942
574,981,215,0.461211225860591
574,985,264,0.819424307780654
574,986,550,0.634298333196893
574,1161,688,0.716513556358118
574,1183,523,0.7652176479204
574,1184,453,0.377165716621029
574,1187,1267,0.761256374567455
574,1189,688,0.312268781540812
575,487,258,0.781344651078783
575,488,391,0.19736713557551
575,492,201,0.967460925935156
575,495,368,0.80430228526655
575,502,339,0.626454319982761
575,506,1564,0.323698435336872
575,510,548,0.424790321921786
575,514,3393,0.532432407729318
575,520,281,0.614131771789623
575,526,416,0.656951125122287
575,527,382,0.791663073006503
575,529,634,0.3453578055787
575,530,101,0.832731403459393
575,533,157,0.879739571929787
575,535,276,0.235493876348925
575,539,240,0.358702665701743
575,541,1402,0.104189204721223
575,546,924,0.000113505048509673
575,548,1194,0.00491463447894164
575,549,998,0.515035141701416
575,552,256,0.552222126391381
575,553,169,0.765045834039867
575,554,490,0.298687338225395
575,555,174,0.720493509781305
575,556,833,0.449644849977427
575,559,183,0.103940686136735
575,560,126,0.506634400322261
575,562,291,0.13009822863506
575,565,374,0.70427167802013
575,569,173,0.597561104475126
575,571,443,0.674428417091886
575,564,802,0.55565931091575
575,577,449,0.667628090183858
575,578,146,0.550265290567373
575,579,631,0.142127376500872
575,586,437,0.274545827329669
575,589,82,0.724445080354516
575,591,576,0.715577008555969
575,593,1597,0.295784806220586
575,594,1619,0.830891055084597
575,597,411,0.185764362027699
575,599,536,0.50027923767709
575,2174,182,0.175805414129248
575,600,1609,0.559089628465537
575,2231,93,0.984581915825303
575,2232,84,0.578821693183167
575,604,472,0.224440470476154
575,607,145,0.10076339753548
575,609,97,0.509127248068199
575,610,253,0.292952962650941
575,611,130,0.703529933069315
575,612,2458,0.421889147912099
575,613,1390,0.631628978127744
575,618,343,0.0718098147515528
575,622,208,0.722158158172524
575,625,365,0.901336936084193
575,627,962,0.0324548452754881
575,628,265,0.139103757055288
575,632,246,0.919662522352465
575,642,299,0.421375603668967
575,643,236,0.18665533240903
575,645,168,0.735754851438699
575,2233,80,0.199430580733023
575,647,762,0.965339745587635
575,2234,172,0.672129469471965
575,648,1513,0.360299652072795
575,2197,316,0.685971469854568
575,2235,526,0.278274194048609
575,650,1620,0.61599756522749
575,2176,190,0.376445295786516
575,651,991,0.961668904971144
575,653,367,0.711035393507741
575,2236,181,0.209656437478267
575,2216,247,0.750970191632797
575,661,310,0.736930776543057
575,663,658,0.649015224228312
575,667,405,0.443067559161924
575,668,291,0.587666609478327
575,2177,842,0.436919435759084
575,670,132,0.593094253602206
575,673,508,0.652264211372497
575,674,175,0.546129679678642
575,676,827,0.0555501170471101
575,2179,138,0.210449802755028
575,677,157,0.753415272780764
575,680,1468,0.741494385996035
575,682,651,0.895948242378459
575,683,512,0.389924872170981
575,685,718,0.429018864966428
575,687,653,0.633163086339216
575,688,411,0.0218712742625056
575,689,203,0.56852033983483
575,690,248,0.531230268952403
575,691,1423,0.502246960398573
575,692,2325,0.675717098499542
575,695,1200,0.351341596384771
575,697,338,0.430119276867096
575,700,583,0.234333148383369
575,702,669,0.430119276867096
575,703,690,0.234333148383369
575,708,258,0.328438874855063
575,709,232,0.351341596384771
575,712,1205,0.218990818578722
575,715,574,0.675717098499542
575,718,286,0.675717098499542
575,720,4081,0.375840674780202
575,722,1861,0.351341596384771
575,2237,124,0.492393463428139
575,724,574,0.402055923647608
575,2229,133,0.351341596384771
575,725,595,0.421008697007864
575,726,552,0.557781441313067
575,2183,1400,0.601318016757832
575,729,376,0.0634674549077442
575,730,735,0.546777810105627
575,733,851,0.730072132350121
575,2184,333,0.178729894563292
575,2185,246,0.754306681490476
575,735,205,0.744669731901715
575,2238,180,0.711960842402137
575,736,536,0.484404994180221
575,737,233,0.183454436492839
575,738,478,0.580185771290295
575,2239,54,0.844850745983298
575,2240,135,0.638828154573899
575,739,343,0.0111806076549796
575,740,656,0.798658289403727
575,741,384,0.704206941259746
575,2189,372,0.0939360590049809
575,2190,292,0.806437165873083
575,2241,175,0.828638401909519
575,2242,189,0.6039009494512
575,2191,184,0.01967802081466
575,2193,241,0.0761253773761287
575,2194,421,0.530276275948356
575,927,506,0.259149584027208
575,932,403,0.281615590179834
575,935,107,0.521329653521009
575,1894,1029,0.525491540857146
575,939,452,0.145826832564622
575,947,241,0.754133899305187
575,949,128,0.464163002484122
575,952,131,0.246680369035634
575,958,791,0.637580416939367
575,963,234,0.70868429259523
575,965,505,0.611202422800253
575,966,237,0.297295095157305
575,967,76,0.76207111248686
575,969,190,0.760385990062424
575,971,435,0.474325934427055
575,972,518,0.702426333688646
575,974,200,0.747862399995275
575,975,329,0.791066418439968
575,976,47,0.430082749264248
575,981,407,0.387704822656643
575,984,713,0.54295948007877
575,985,442,0.733270506574159
575,986,923,0.646948539927215
575,987,608,0.0524524145068075
575,1005,1129,0.457355684774269
575,2195,161,0.713878839345351
575,1187,2412,0.162087366118107
575,1189,1522,0.564682643000411
575,1417,2176,0.00332869936486991
575,2266,11,0.70474468324487
591,107,155,0.27180293544964
591,498,188,0.335999226674127
591,506,1072,0.61170915498517
591,510,250,0.416828953980213
591,527,189,0.589881358239227
591,529,665,0.808183489373552
591,536,119,0.0780801215154572
591,537,160,0.347573910231926
591,539,158,0.206094291326384
591,548,127,0.229748175681203
591,552,195,0.654061186564568
591,554,669,0.0192222756536629
591,555,172,0.0141443067357055
591,565,303,0.0630489201107149
591,569,578,0.15639213017834
591,571,228,0.413486399912193
591,578,1455,0.631703074615733
591,579,516,0.844874441379043
591,597,714,0.734701225335869
591,611,1015,0.125265828227059
591,612,115,0.304039783470995
591,613,366,0.35378296394142
591,618,977,0.467852831090818
591,625,214,0.0740537114291525
591,627,365,0.846462329306049
591,632,282,0.678737062466811
591,639,89,0.864161162262506
591,643,132,0.474512170282444
591,647,292,0.178710277024302
591,648,795,0.848211846406156
591,661,2189,1.78255737441033e-06
591,663,898,0.060375318426922
591,665,243,0.275041026859574
591,667,214,0.48380614884758
591,671,103,0.133708159086631
591,673,461,0.374636355071633
591,674,562,0.853581806563114
591,680,787,0.178579766095316
591,682,390,0.6185123032167
591,683,277,0.380149915675023
591,685,514,0.883289244628509
591,688,1813,0.770053699807026
591,689,1772,0.292018481644602
591,691,787,0.149296550473122
591,692,124,0.922070799833678
591,695,440,0.0748388033569696
591,697,1727,0.681542002425044
591,700,8,0.558794241969004
591,702,530,0.828206125371635
591,708,193,0.0724433672490455
591,714,128,0.283069709872245
591,2182,76,0.51749459959151
591,718,368,0.337978368423976
591,720,148,0.354380291055973
591,723,153,0.432661592777155
591,724,253,0.300386154720044
591,725,186,0.67681669905128
591,726,2224,0.307023056771239
591,2183,110,0.0105580634156591
591,729,192,0.137630054845367
591,730,351,0.0407612183105086
591,733,956,0.128460054438139
591,736,2659,0.00287403751918454
591,738,102,0.312285066952162
591,739,270,0.659857335118501
591,2067,120,0.321788364689302
591,741,389,0.516007074549808
591,2189,1236,0.286407670695825
591,2191,1266,0.0978466856748932
591,2194,1280,0.310461474192615
591,927,358,0.00326792974603735
591,929,655,0.959358330704212
591,2050,68,0.115467264651465
591,930,401,0.279986118702474
591,931,169,0.0257292632988112
591,932,600,0.131944738449594
591,934,277,0.468029443184552
591,1894,761,0.00207011354481388
591,965,1542,0.619980445343315
591,971,373,1.44394544124504e-09
591,974,588,0.371400898187705
591,981,119,1.15675176497348
591,984,2210,0.787488637528791
591,985,308,0.807103760967359
591,986,745,0.0179532028168875
591,987,1085,0.0823069885351495
591,995,269,0.419934618162981
591,1002,347,0.594342820594488
591,1005,850,0.124361631309935
591,2195,323,0.25700831911968
591,1187,1250,0.269583981536424
591,1404,73,0.639274109273528
591,1412,298,0.00391882805904359
591,2249,179,0.579838875424708
591,1417,158,0.174343572828561
591,1421,107,0.0846431140689096
591,1422,493,0.0432834138554498
591,1426,70,0.535021604800806
591,2068,156,0.00166883425036147
591,2069,57,0.0118292420808196
591,1423,16,0.48380614884758
627,488,126,0.53038714042462
