source,target,weight,p_values
579,723,95,0.518449530933298
579,506,927,0.59354353685387
720,506,695,0.528479091662554
720,575,4081,0.328039164388645
720,673,1568,0.639368865998847
720,645,232,0.63179983625708
723,506,3563,0.47505256436503
723,645,230,0.000812203443491754
673,733,354,0.461704674576319
673,645,545,0.577459865829483
673,2189,1628,0.527730396492404
673,575,508,0.574194655646807
673,730,4457,0.622374307765325
673,647,225,0.588399560924272
673,506,1273,0.516688052918429
506,733,755,0.236861564963423
506,490,109,0.11978223454061
506,736,458,0.114869652593041
506,730,517,0.608270234423819
506,653,309,0.416540024574869
506,2190,2637,0.054279953648811
506,575,1564,0.47696944114335
506,2189,203,0.597511607226654
506,647,931,0.201873469113125
506,645,663,0.299758634057743
736,645,254,0.0232153590160902
736,647,504,0.596440803713501
736,534,55,0.600468058482268
736,575,536,0.635411904328161
736,733,437,0.64222914081188
736,730,549,0.494901072049929
736,2190,348,0.232039980267056
736,2189,730,0.0310221795763917
645,733,2004,0.590812289958402
645,647,1034,0.115178931266827
645,730,589,0.632259892620614
645,575,168,0.588941502777229
647,2189,524,0.549794597423965
647,730,919,0.544424462116486
647,575,762,0.375693162203888
647,2190,145,0.0224593990992896
647,733,1253,0.638521078040259
647,653,925,0.628316742275465
2189,575,372,0.127021682059624
730,2190,1651,0.295501142812123
730,733,1599,0.640717341868633
730,575,735,0.603569298737063
2190,733,128,0.145651880776866
2190,575,292,0.580658353037488
733,575,851,0.15894188211635
733,716,94,0.643517956774139
575,653,367,0.640514847271735
